425,长治市人民医院,抖音号： CZSRMYY0355,长治市人民医院,山西医科大学附属医院  长治医学院附属医院  长治市人民医院。雪芳医院。真情守护您的健康,650,2.6w,4.6w
426,长治市上党区人民医院,抖音号： CZSSDQRMYY,长治市上党区人民医院官方账号,长治医学院附属和平医院上党分院,865,2213,7061
427,超爱母婴育儿知识科普大讲堂,抖音号： Chaoaimuying01,,母婴护理学院  张教授  妇产科主任医师       关注我  助力母婴幸福安康      专业团队 值得信任     专业分享避孕 备孕 怀孕期  产褥期    新生儿 亲子教育 孕妇食谱 月子餐 婴儿辅食 育儿科普知识 仅供参考,82,9030,8.1w
428,超人不会飞,抖音号： 1935050027,,抖音APP首席互动官。人工智能美少男。,254,1324,9.1w
429,超人漫步——郭医生,抖音号： chaorenmanbu20,三二〇一医院超声医学科副主任医师 郭建康,三级甲等医院超声医学科副主任医师。汉中市超声医学工程学会常务理事。陕西省超声医学工程学会儿科专业委员会       委员。分享超声医学视频。交流超声医学知识。医学科普仅供参考。,9734,4.9w,33.2w
430,超声介入董刚医生,抖音号： donggangyisheng,郑州大学第一附属医院超声科副主任医师 董刚,主任医师、硕士生研究生导师  郑州大学第一附属医院超声科副主任  超声介入病区负责人  中国医师协会全国肿瘤消融规范化培训委员  中国医师协会介入分会委员及超声介入青委副主委。中国抗癌协会肿瘤消融委员会常委。擅长甲状腺。甲状旁腺。乳腺结节。肝癌。血管瘤。息肉。胰腺癌。肾癌。下肢静脉曲张。前列腺增生等消融。囊肿穿刺硬化。获得国际国家发明专利4项。参编甲状腺。乳腺消融国内专家共识3部。教材3部,539,20.9w,59.2w
431,彻爷减肥日记（魔教）,抖音号： Cheyejianfei,,一对一线上指导 cheyejianfei,6,17.2w,373.7w
432,郴州市精神卫生中心,抖音号： czsjswszx,郴州市精神病医院抖音账号,敬业 奉献 团结 创新,111,1.6w,25.8w
433,晨堡麻麻,抖音号： 62854940,,,196,152,2208
434,晨彬BB,抖音号： dy5rdco5bd1d,,,211,96,1533
435,晨起Mxz,抖音号： LQdyt666666,,V-临朐大樱桃666666.绿色无公害。不打除草剂。不用激素药。不膨果不上色的生态农产品。优质大樱桃:。美早。先锋。布鲁克斯。南阳。莎蜜托。拉宾斯。雷尼。红蜜。红艳。黑珍珠等。高温大棚和露天种植。靠晒太阳和长草地生长的天然味道大樱桃,1517,1148,2.2w
436,辰辰-母婴育儿,抖音号： chunkemijiu,,专注母乳喂养指导11年,51,11,46
437,辰哥看市,抖音号： 58460209224,,一个敢说真话的投资达人  多年金融从业  拆解市场。看懂机会！,0,49,50
438,辰妈的育儿日记,抖音号： C666123123.,,备孕二胎经历3次胎停后成功自怀  2021.5.31顺产8.2斤男娃  希望我的经历可以给姐妹们力量  不定时直播胎停经历/检查/备孕知识  橱窗商品都是辰妈自用分享  购物需要理性哟  谢谢大家喜欢和点赞。关注好孕喔,305,9221,9.5w
439,陈晨脑科医生,抖音号： Doctor_Clown,山西省心血管病医院神经内科主任医师 陈晨,☆三甲医院主任。博士。主任医师。硕士导师☆  ☆本人言论不代表所在单位观点。与单位无关☆  ☆目前主页有合集15个共一千余集。 定期更新☆  ☆关注后。点你喜欢的合集收藏。 方便阅读☆  ☆擅长脑血管病。头晕头痛。癫痫。面肌痉挛☆  ☆擅长痉挛性斜颈。卒中后流口水肌张力增高☆  ☆酷爱医学科普短视频帐号分析。文案。思考☆   每周二、四上午在本单位。限号建议预约 ,117,279.2w,1074.8w
440,陈陈,抖音号： p314922721,,感谢抖音 感谢关注 承蒙厚爱  每日分享S身知识 让你吃s不饿s  身高160 原体重128 现97  找我领取28天掉肉食谱  chenping9507  跟我一起健康吃S,36,1151,5592
441,陈冬梅-冬雪腊梅,抖音号： 382513337,,整夜整夜不睡失眠一路上太难熬了,539,8761,4.2w
442,陈刚•刚刚好,抖音号： chengang.86,,现为Vibram非凡之队签约运动员。  韶音骨传导越野运动大使。曾获得：  2018大五朝台70公里个人组冠军、  2018崇礼100超级天路65公里组冠、  2018玄铁系列赛北京站年龄组季军、  2018TNF长白山站100公里组冠军、  2018哈尔滨龙脊山越野冠军、  2017奥森100+超级马拉松冠军、  2019北京TNF100 男子季军、  2019UTMB CCC组别完赛选手  ……,184,2.3w,10.2w
443,陈哥,抖音号： dy3drl6tt1wm,,找个人真心过日子。18780833638。是我电话微信。,7845,2796,2.6w
444,陈红医生,抖音号： Dr.chenhong123,重庆大学附属肿瘤医院中医肿瘤科副主任医师 陈红,重庆大学附属肿瘤医院中医肿瘤中心副主任中医师。  国家二级心理咨询师。  中国中药协会黏膜修复药物研究专业委员会常务委员。  中国民族医药学会科普分会理事。  中国中医药研究促进会温病分会理事。  中华中医药学会肿瘤分会青年委员会委员。  中国老年学和老年医学学会肿瘤康复分会委员。  重庆市中医药学会乳腺病专业委员会副主任,37,765,5229
445,陈虹伶电子琴,抖音号： 2159204328,海口龙华区陈虹伶乐器零售商行,下方电子琴教学视频免费分享  70后开心母女！女儿毕业于西南大学音乐学专业。    电子琴教学  正能量来抖音平台带货创业！感谢所有粉丝对我母女俩的支持与陪伴~.下午3.00点晚上20.00点开播,5439,13.0w,34.1w
446,陈雷中医博士,抖音号： chenleijingfang,鞍山市中医院内科门诊科主治医师 陈雷,中医学博士。硕士研究生导师  鞍山市中医院传统经方诊室团队负责人,62,37.9w,71.3w
447,陈师兄,抖音号： chenyisheng111,,硕士毕业。客座教授  用最接地气的语言科普生活知识  揭秘生活中你不知道的那些事儿  关注陈师兄。健康生活不迷路,51,134.4w,311.2w
448,陈述根本,抖音号： dyqccve3il35,,,2,9.2w,1.7w
449,陈霜霜,抖音号： css20200102,,迎来新成员人类的幼崽  学习并记录分享,86,69,214
450,陈医生科普,抖音号： shenjingwaik89,国药同煤总医院 神经外科主治医师 陈宇飞,国药同煤总医院神经外科主治医师  从事临床神经外科十七年。主要治疗各种颅外伤、各种出血、缺血性疾病。  认真做好科普。希望帮助更多人远离疾病。,144,1.7w,2.2w
451,陈勇,抖音号： cydajiankang,,学会低碳饮食后。纯靠吃 3个月减掉25斤  科学已经证实了热量理论对人体并不成立  饮食不需要制造热量缺口 更不需要通过饿肚子来减肥。那些推荐少吃脂肪。用面包、水果、水煮菜、鸡X肉代替正餐笨办法让你瘦了吗？  实践是检验真理的唯一标准。勇于踏出第一步改变自己。在减肥的道路上已经成功了99%  交流V：zjjlance,94,1255,7806
452,陈郑州好孕阿姨,抖音号： CHENdy120,郑州大学第五附属医院妇科主任医师 陈秀芹,从医40余年  擅长妇科及不孕的诊治  感谢大家关注,69,2.8w,8.1w
453,乘风破浪的小姐姐(1型糖友),抖音号： nanjingmelva,,"1型糖友。三观比五官正的国际教育工作者。  C肽0.01。门冬+德谷。打针党。不戴泵。  每周二、周四、周日晚上8点半干货直播。  小姐姐说""我们能控制自己的血糖。这不是一件很酷的事儿吗？""   业余博主。私信不回复。",175,2.6w,12.4w
454,成程控糖,抖音号： 1118334223,,我是一名2型糖友。目前是均衡饮食科学控糖。我与很多糖友一样在控糖的路上走过很多弯路。但我坚持学习和实践最后在理性的科学控糖后让自己得到他意想不到的收获。目前的糖耐量比确诊时期得到很大的提升。如果有想一起探讨控糖的朋友可以加我WX:18912664418。我们共同努力去实现2型糖尿病的逆转。加油糖人,273,2081,4611
455,成都高新医学会,抖音号： CDGXYXH,成都高新医学会,5A级社会组织  用心传递科普知识,58,1.4w,5.4w
456,成都觅食胖,抖音号： cdmisspang,,成都MissPang  搜罗美食。身先试du  想知道好不好吃看评论是没用的。只有去了才知道  Vmilksure,264,22.7w,24.2w
457,成都市妇女儿童中心医院,抖音号： CWCCH2019,成都市妇女儿童中心医院官方账号,一切为了妇女儿童健康,103,6.9w,57.2w
458,成都云智测科技有限公司,抖音号： 32320571,成都云智测科技有限公司,农业仪器。农技交流。种植需要的工具,1942,6459,6201
459,成分控蓝博士,抖音号： LanBSCF,,蓝博士的专业分享  专业分析。避免入坑  爱说真话。拒绝打脸  保护爱美的小伙伴们～  有任何肌肤困扰的可以私信我或者评论区留言哦～  合作v：myka0122,13,44.9w,567.6w
460,成扬讲肝病,抖音号： chengyang0324,上海中医药大学曙光医院肝硬化科主任医师 成扬,博士生导师、主任医师、教授、医学博士  曙光高级中医师、浦东名中医  擅长治疗各种肝硬化、肝腹水、胃肠、肿瘤和内科杂病  九三学社上海中医药大学委员会副主委(2016年～今）  先后师承多位上海市名中医。深得名家真传。在长期实践中积累了丰富的经验,25,5.2w,12.3w
461,承颖果品,抖音号： XLL5218888,,供应链接。代销全部精品水果。    国内分时水果。社区团购。    企业礼盒订制！,1011,1.3w,17.1w
462,程大大Lee,抖音号： LClc.,,#关注我你想要的好物都在这里！#商务Vx:1142040069（纯佣勿扰）    探店分享｜好物推荐｜技术流,226,5.5w,28.5w
463,程老师—极致·纵横,抖音号： cj9369287,极致纵横低卡百货店官方账号,7年体重管理专业｜分享吃瘦经验｜带你健康苗条  没错。我就是倡导快。准。稳。  跟着我学会吃瘦饮食  提供一对一专业服务  带着你一起逆袭。,81,1390,6093
464,程序员老码,抖音号： laomar,,物联网编程分享。用到的技术Go+VUE+IOS。欢迎大家一起交流。,161,1587,6419
465,吃螃蟹的大熊,抖音号： 93092321675,,全国第一个使用药明巨诺（瑞基奥仑赛注射液）的大熊。  2021年四月确诊弥漫大B淋巴瘤（伴双打击）。经过五次化疗等来了（瑞基奥仑赛注射液）9月3日上市。10月3日在武汉同济回输体内。11月5日pet/ct显示肿瘤细胞消失。,0,252,949
466,崇仁发布,抖音号： crfb520,崇仁县融媒体中心官方抖音账号,微信公众号：崇仁发布,170,68.0w,1603.4w
467,种葡萄的小姐姐,抖音号： 1978347353,,,329,60,774
468,宠爱有鸽,抖音号： Z17737130932,宠爱有家宠物店官方账号,专业看鸽病,3598,1.3w,5.6w
469,宠创国际,抖音号： NiuPaiSen,,大家好。我是你们的宠物观察员小森!  如果有什么想看的内容。都可以私信我哦!,91,1.1w,13.7w
470,宠物医生罗旭阳,抖音号： 1114646949,,北京市执业兽医继续教育讲师  动物内科专家。临床兽医硕士,1,1277,1054
471,出彩哥,抖音号： chucaige7489,,出彩哥,9499,1.9w,19.4w
472,初心健康管理,抖音号： W20190229X,,您好。我是初心健康管理师    健康管理师    高级营养师    关注我。帮你重建健康生活方式（饮食+营养+运动。远离肥胖+四高)    每个健康师都是您的健康官。加入“初心健康管理”。让我们抱团守护家庭健康财富,1476,1128,4827
473,滁州市场监管,抖音号： czscjg20190201,滁州市市场监督管理局,滁州市市场监督管理局官方抖音账户,51,7063,7.5w
474,楚楚子和女儿嘻嘻,抖音号： 4716496,,楚楚子是模特老师。一胎宝妈  >10年职业模特。>5年模特老师  身高178的八零后天秤座  顺产7斤小公主。小名儿嘻嘻  分享、记录人生新的篇章！  欢迎加入粉丝群。宝妈们一起来交流带娃  橱窗全部是自用推荐！,72,1.3w,8.7w
475,创意新科,抖音号： manjian688,,科技改变未来。每天为大家分享世界最新科技资讯！谢谢关注！,354,70.1w,662.3w
476,垂直空间,抖音号： yytt9090,, 感谢抖音平台。传递正能量   少吃多动 健康很简单   一日三餐 真材实料 好吃不贵    大家一起来吧   关注我。享受漫生活！,35,3.1w,234
477,锤锤哥,抖音号： Xiaoxiaoyi258,,想锤什么！! 直接留言哦！!  小锤锤安排！  Vx:1445268185  -商务合作 运营 教学-  (注明来意 否则不会通过)  不断为大家带来更好的作品！  感谢大家的支持 爱你们哟！！,69,21.6w,174.3w
478,春风细雨,抖音号： dynpc2gb5kkp,,,2279,1019,9851
479,春天413,抖音号： 132321284,,,150,186,5633
480,春田花花,抖音号： 11972102P,,还没开始想,40,57,534
481,纯,抖音号： 75576522,,,183,127,1623
482,纯草香,抖音号： w3707077939,,,1470,1483,6225
483,匆忙的现代人,抖音号： 2190812471,,合理膳食。均衡营养！！,707,145,91
484,聪聪分享减脂（视频同款在橱窗）,抖音号： qcc199212,,感谢关注！橱窗里的好物都是我精心挑选。特别适合身材管理期间的宝宝。纯饮食掉了20巾,28,3.6w,23.8w
485,从从猫宠物医院,抖音号： congcongmao,从从猫宠物医院官方账号,吴柏青博士。西南大学教师。猫科专家。动物科学学科带头人。三峡学院客座教授。  接受宠物疾病咨询。收集疑难杂症研究。  从从猫宠物医院技术技术团队首席顾问.,9455,3790,7333
486,崔立刚,抖音号： cuiligangUS,北医三院超声科主任医师 崔立刚,深入同行交流,85,1.4w,4.1w
487,村姑宝珠聊猪事,抖音号： baozhu520521,,养猪不易  分享养猪知识  157  03756783,26,3484,1.2w
488,村口托尼斌,抖音号： 3836x,,您身边的佛系造型师 不定期更新发型视频         点个                        不迷路         关注,327,844,7751
489,答案如下,抖音号： Answered2020,,复杂世界里。总有一个答案。,3,6.4w,29.8w
490,打怪辣妈Vivian,抖音号： 1707860304,,励志做最可爱的主妇和最强大的辣妈。居住美国洛杉矶    持续更新中  商业合作+V: 18641437108,193,441.1w,6485.0w
491,打假王,抖音号： 1252606714,,视频仅代表个人观点  客观 真实  商务合作：yzcm1987 非本人  商务合作 qp-xixi 非本人,103,330.0w,4311.4w
492,大表哥说投资,抖音号： biaogeshuotouzi,,8年金融从业。研究商业模式。解析基本面投资的本质！,24,262,892
493,大城小医,抖音号： dcxyxys1,江宁医院中西医结合科主治医师 徐瑞联,长期从事肝胆、脾胃、消化临床工作  南京中医药大学博士在读  三甲医院主治医生  做简单。有趣味。看得懂的医学科普  每周有直播。记得点个关注,37,75.0w,205.5w
494,大春子瘦了100斤（大码运动塑身）,抖音号： jazzchunchun,,：一年时间从260斤减到160斤  ：主营：胖人专业大码运动服装 形体服装  ：肥无捷径（每顿饭5分饱。每天45分运动）  ：以前唱歌的 09快女11强 （可能有人还记得）  合作：抖音私信me,1657,7.0w,43.7w
495,大帝说足球,抖音号： mingmotiyuzixun,,恭喜意大利捧起欧洲杯冠军！,1203,3.3w,53.0w
496,大叮铃,抖音号： ling11257,,一型糖尿病20年。并发视网膜病变左眼失明。右眼0点02。并发胃轻瘫。胃肠神经病变。尿毒症。十年前得过肺结核。   曾是一枚编辑。目前靠一天四针胰岛素两周五次透析维持生命。  2002年查出一型糖尿病。2015年10月查出肾有问题。2019年10月19日开始透析。   抖音。记录我透析后的日常！,486,9296,13.4w
497,大河报开封新闻,抖音号： dhbkfxw,大河报开封运营中心官方抖音,关注民生。服务大众。倡导时尚新生活  拍客投稿微信13903787611只限开封地区外地关注不到  求助请关注后私信（时间＋地点＋人物＋联系方式）,10,99.7w,2145.2w
498,大黄蜂Power杨,抖音号： 190849820,,大胖子省点钱。自己少吃点就行了！,935,646,7035
499,大家来养生,抖音号： DJLyangsheng,石家庄广播电视台,石家庄广播电视台新闻综合频道  《大家来养生》栏目唯一官方抖音号  传播养生知识 引领健康生活,13,24.9w,83.2w
500,大力水手曹医生,抖音号： CYF_Dr.Cao,北京安贞医院心儿科主治医师 曹跃丰,国家互联网先心病防治委员会秘书。爱心大使。  先后在阜外医院。安贞医院从事心脏外科诊治工作10余年。擅长儿童和成人先心病的右腋下微创治疗。先心病肺高压的诊治。协助国内多家医院开展微创治疗。  长期致力于心脏知识科普。并为近万名贫困先心病儿童提供爱心救助！,327,3087,1.0w
501,大连医科大学附属第一医院,抖音号： DMU83635963,大连医科大学附属第一医院,弘道笃行 精诚大医,2,1.0w,7.9w
502,大米粥,抖音号： 68321371,,我想成为温柔且有力量的人,786,329,2402
503,大敏老师,抖音号： 825956361,,《医学免疫学》 执业医师考试真题讲解  执业医师考试人卫题库有医学免疫学真题878题。我按章节导出了18份word。有需要电子版文档的给我留言。  很多题目难度挺大。自己刷题比较辛苦。我后面安排时间抖音直播讲解。需要的同学可以关注下！,947,1024,2092
504,大名县妇幼保健院,抖音号： dmxfy,大名县妇幼保健院,关爱妇女健康。呵护儿童成长,231,1375,4671
505,大木老师说长高,抖音号： dy1ovuq64quym,,亚洲体适能认证教练（AASFP学院）  中国区FMS功能性动态认证评估认证教练  MFT格斗认证教练  昆仑决中级教练认证  I kid3 少儿体能认证导师  AFAA少儿体适能认证教练  青少年运动场馆授课3000 课时,154,752,5115
506,大内名捕,抖音号： daneimingbu2020,上海市同济医院内分泌科主治医师 刘光辉,讲述内分泌那些事。助力打赢血糖保卫战！,4,686,1193
507,大胖控糖日记,抖音号： DPKT_666,,270斤糖人儿的控糖日记,87,42,136
508,大鹏哥,抖音号： pdr0515,,十五年健康行业管理经验 中国卫生人才  中国人力资源 认证高级健康管理师  健康问题可SI XIN或进群咨询  每天分享前沿健康知识 让每个家庭都有健康顾问,74,4.2w,14.3w
509,大淇（减脂）,抖音号： DaQi56677,,健身煮播 营养师 低卡好物种草博主  从一个大胖子逆袭好身材并一直保持  2020年190——150斤 成功逆袭减脂30斤  分享健康饮食、严选低卡好物、减脂经验  品牌商务：丝,405,7.0w,121.1w
510,大千净化,抖音号： Daqianren,,忠于自己。热爱生活。知足上进。不负野心,228,659,394
511,大千宇宙,抖音号： Enormous999,,大千宇宙芸芸众生。带你了解新奇世界。  十万粉真人出镜开直播！,168,7.3w,69.3w
512,大乔的减脂日记,抖音号： daqiaojianzhi,,领食谱一对一打卡：dq66684  合作：qiaoqiaorizhao  产后：184斤 身高：171  励志一定通过合理饮食瘦到110斤  治愈你的同时治愈我,220,23.5w,166.2w
513,大乔要减50斤,抖音号： daqiaozia,,用心分享减脂经验｜橱窗都自己吃的  ｜身高160｜初始148斤｜目标98斤｜  无论什么时候都不要缺重新开始的勇气  感谢关注。一起加油,319,2.7w,14.1w
514,大庆油田总医院,抖音号： 1474101158,大庆油田总医院官方抖音账号,汇聚总院别样精彩    传递大医真情风貌,97,1.1w,4.2w
515,大师居然,抖音号： dy1g8c920gjim,,,0,38,268
516,大数小诺,抖音号： dj201869,,我家有憨狗子！还有小老鼠,62,278,5127
517,大爽子瘦了五十斤,抖音号： dszsl50,,感谢抖音平台  让我有机会分享我的减肥经历  希望看到我视频的朋友  都能学会科学的减肥方法  减肥真的不难。是你想太复杂了  愿我们都健康快乐的瘦下来   dszwx2020  仅此一个号。其他均为骗子,81,155.4w,701.8w
518,大糖哥,抖音号： LUYA8136322218,,96年脂肪肝。03年血糖超过7点。09年末梢神经受损血糖10点多住院打针。后来吃了十几年进口血糖控制不理想。出现骨质疏松走路都一瘸一拐的。两年前通过调整饮食补充营养加强锻炼。停掉所有。血糖血脂末梢神经骨质疏松都恢复正常！每天早上9：00—11：00晚上20：30—22：30直播分享降糖经验,4794,66.6w,522.7w
519,大头助农,抖音号： nyw878,,分享病虫害防治方法！  用专业的农业知识帮农友增产增收！  农业咨询 农技服务 农资供应,21,1.1w,1.0w
520,大薇健康说,抖音号： mumu._summer,,温度家桐道文化甘肃区域运营推广,100,113,40
521,大武冈之云山巅,抖音号： waxl258,,热爱生活,2816,2075,5236
522,大医本草堂～真心老师,抖音号： 390336741,大医本草堂官方账号,照顾好自己的身体。才是对爱你的人最好的安慰。,306,308.6w,775.0w
523,大医精诚,抖音号： szyxzxq12,民权县中医院,国家公立医院 做真实有用的科普,111,8.7w,39.2w
524,大邑县妇幼保健院,抖音号： dyfybjy,大邑县妇幼保健院官方抖音号,儿童优先  母亲安全,65,1.3w,4.8w
525,大鱼说,抖音号： dayushuoshuo,, 大鱼说。热点我是要追的。   大鱼说。远方我是要去的。   大鱼说。知识我是要讲的。,166,761,1.4w
526,代喆医生,抖音号： dy8q18q9vucz,武汉大学中南医院内分泌科副主任医师 代喆,武汉大学中南医院内分泌科副主任。肥胖肾上腺中心副主任。中华医学会糖尿病分会青年委员。中国医促会营养与代谢管理分会委员  肥胖相关疾病（糖尿病。高血压。高尿酸。蛋白尿）专家  关注医学减重及肥胖相关疾病逆转  每周上一个新减重案例  欢迎关注,98,2049,2824
527,带孙女的老张,抖音号： daisunnvdela40,,,133,77,658
528,带媳妇减肥的梁胖,抖音号： BLUE15620414613,,梁胖和张环环是努力的70后夫妻努力月巴。用心生活梁胖研究合理搭配饮食18个月月巴70斤全靠好好吃饭每天直播分享：吃Shou的秘密直播时间：  8：00     12：00    18：30请注意：没有任何助理和小号！！！！,74,32.0w,124.4w
529,戴戴的低卡美食客栈,抖音号： dmhjianzhi.v,,从210—150。用了4个月  把我在体重管理期间用过的好物推荐给大家  希望可以帮助你离好身材更近一步  瘦的过程是痛苦的。瘦下来是美好的：朋友同事会羡慕你。朋友圈晒美照。更多的工作择偶机会。以及对生活更多美好的期待。,22,6800,4.6w
530,戴教练的低卡零食店,抖音号： dmhjianzhi,,★我是带货博主（只做减脂好物推荐）  ★如果你减脂期馋了可以逛逛我的橱窗  ★帮助超过5000人成功减脂  （橱窗里都是我深度挖掘的减脂好物）  ★有减脂问题可以向我提问。都会回复,348,14.3w,100.3w
531,戴洁医生科学护肤,抖音号： daijie2020,南京市第一医院皮肤科副主任医师 戴洁,三甲医院皮肤科医生南京医科大学临床医学博士擅长：痤疮、玫瑰痤疮、黄褐斑、皮肤年轻化治疗                 带状疱疹早期镇痛和全程管理,15,1.4w,2.6w
532,戴老师超级干,抖音号： 2178888518,,分享正经知识和不正经快乐  一个有知识的健美运动员&Coach  焦虑粉碎机 人形史密斯  铁血魔兽mutant签约代言人  商务或线上指导 +V supermimimia,94,56.3w,371.5w
533,丹东市中心医院,抖音号： ddzxhospital,丹东市中心医院抖音官方账号,救死扶伤。大爱无疆,5,4954,1.3w
534,丹霞老师,抖音号： danxialaoshi,,发现美好生活。分享身边快乐,174,7.1w,383
535,单亲妈妈和女儿的日常,抖音号： dy76wo2foycu,,单亲妈妈和女儿的日常,33,30,75
536,淡然若水轻染尘,抖音号： dyoq504ss82e,,,141,31,54
537,蛋蛋减肥日记,抖音号： dandan06068,,早上7.30-8.30 直播为姐妹们云做早餐（暂停）  姐妹们记得来吃。美食和身材我们都要！  同款都在橱窗。下单的姐妹记得私信蛋蛋。  领配套7天饮食方案！这次我们一起逆袭！  蛋蛋 身高185 用了6个月 管理饮食运动  从起初200 现在150斤 保持了近2年！  总结出 ABCD饮食结构和搭配  合作v：dan10091（备注品牌来意 不闲聊）,337,106.8w,1228.4w
538,当当老师健康小课堂,抖音号： 73860145324,,当当老师。绰号“天山老妖”。多年来曾就职于知名跨国公司从事品牌管理和市场推广工作。并以其资深丰富的护肤、护发、健康、养生知识而活跃在国内的时尚美容圈。 被全国的广大媒体小伙伴们亲切地称之为“当当老师”！个人爱好极为广泛。分别涉猎于美妆、护发、品酒、马术、瑜珈、茶艺、花艺、音乐、旅游等各个领域。足迹遍及多个国家。熟识多国文化； 更专长于葡萄酒及烈酒品鉴。曾跟随国内著名葡萄酒大师深入研习全球认证的WSET高级课程并获得相关资格证书。2012年还曾发表过网络个人单曲《若新曲》……,47,13,16
539,刀锋轻抚（符炜大夫）,抖音号： xzfuwei,徐州医科大学附属医院胃肠外科主任医师 符炜,江苏徐州医科大学附属医院胃肠外科  主任医师。副教授。硕士生导师  中国中西医结合学会普外专业全国委员  中国中西医结合学会普通外科专业委员会直肠癌防治专家委员会常务委员  江苏省医学会外科学分会腹腔镜外科学组委员  江苏省医师协会结直肠分会肝转移学组委员  江苏省医师协会腹腔镜结直肠学组委员  中国便秘联谊会常务理事  中国NOSES联盟首届会员,842,2.6w,24.3w
540,道,抖音号： 1813W3181,,天下大事。合久必分。分久必合！,244,1992,4.7w
541,道法自然养生禅,抖音号： dyw4133m51pu,,天天养生。天天健康,1297,246,866
542,道特尔医药,抖音号： cells2020,,科研特色：以细胞治疗、产品研发为主要方向。  在自身免疫性疾病如：糖尿病、退行性关节炎、干燥综合征、红斑狼疮、IgA肾病、痛风、类风湿、慢性肾炎等研究已取得突破性成果。并在治疗上取得显著效果。,506,287,207
543,得偿所愿,抖音号： G87926,,默默努力,84,85,557
544,德公 —人体血管管道公,抖音号： zhangwangde2020,北京朝阳医院血管外科主任医师 张望德,张望德   首都医科大学附属北京朝阳医院血管外科   主任维护血管健康 灌注生命门诊时间：周二下午。周三上午地址：北京朝阳医院（北京市朝阳区工体南路8号）,208,1866,5762
545,德心科技咨询,抖音号： A13835905926,德心科技咨询服务部,感谢官方平台！地面出现红白绿。植物根系遭盐欺；地里有盐碱。种啥啥减产。    民以食为天。食以地为本。降盐排毒。修复土壤。平衡酸碱度、调整碳氮比是减少化肥用量及各种疑难杂症、增产增收的首要途径。    传播正能量。造福子孙后代。,1568,18.2w,86.3w
546,德醒～道,抖音号： dexingdao297,,和坏人比。我只是好人。和圣人比。我只是凡人。和仙人比。我只是俗人。入佛门却六根不净。入商圈却狼性不足。入俗世却自叹不如。密林空谷觅足音。菩提树下悟禅心 三千年读史不外功名利禄。九万里悟道终归诗酒田园。和大家一起探讨宇宙奥秘。知识分享智慧人生。弘扬中华传统文化。传播中华国学正能量。感恩感谢抖音平台。  存好心。说好话。行好事。做好人  欢迎评论。感谢关注。感恩有缘和您相遇  诸恶莫作。众善奉行。参禅悟道。静心修行,2761,2.5w,11.7w
547,德云女孩冲冲冲,抖音号： 57435562528,,,5,24,143
548,等等爱吃香菜,抖音号： 69698865583,,我想。这是很好很长的一生呀~    2021.09.07  等等小朋友,37,7135,20.9w
549,邓特伟顺时经络,抖音号： dengtewei,广东省中医院传统疗法科副主任医师,每天早上6：30直播顺时畅通经络   广东省中医药学会中医特色专委会副主委   著《2022顺时经络养生日课》。主编《艾灸自然疗法》、《峨嵋“畅气通络”精要》  《艾灸实用手册》、《头皮针疗法》副主编  擅长：内功手法、针法、灸法。顺时通经络,12,80.5w,246.1w
550,低卡博士优品,抖音号： 108021807,低卡优品科技官方账号,我是低卡博士。企鹅爸爸是我们课题组。致力于食品科研的一群人。让大家吃的用的更放心。更多实测和生产线直播陆续带给大家,125,24.8w,79.5w
551,翟爱琴,抖音号： diaiqin95061,厦门大学附属厦门眼科中心眼科副主任医师 翟爱琴,,20,2448,2301
552,翟先森（鼎隆商贸）,抖音号： zyj19911019,台州市椒江鼎隆商贸有限公司官方账号,健身。读书。旅行。给人生一段美好的时光  为方便自己健身考了高级私教证书运动营养师  无偿分享专业健身知识  加油干货们～  一周训练计划～   ️：胸三头有氧 ️：背二头有氧  ️：肩腹肌有氧 ️：臀腿训练有氧  ️：二头三头超级对抗组腹部有氧  ️：歇菜～  ️：有氧训练或户外跑步游泳登山之类的运动,5981,2649,1.4w
553,第六项修炼,抖音号： 1774091317,,,3371,1182,5761
554,第十三师红星医院,抖音号： ssshxyy,第十三师红星医院官方抖音号,新疆生产建设兵团第十三师红星医院,17,7013,7259
555,巅峰体育减肥训练营,抖音号： 2137543877,上海巅峰体育训练官方账号,全国50+基地限时优惠  青少年夏冬令营定期开营  入营咨询戳下方联系电话,51,190.0w,1869.9w
556,点点,抖音号： 274908045,,,429,98,369
557,电热针夏玉清,抖音号： xiayuqing666,中国中医科学院特色诊疗部主任医师 夏玉清,国务院政府特殊津贴专家  我国著名针灸学家  主任医师。硕士研究生导师  从事临床、科研60多年  擅长：心脑血管病、电热针治疗肿瘤、抑制肿瘤放化疗反应、各种肿瘤术后康复治疗、萎缩性胃炎、女阴白斑、老年病、脑瘫、更年期综合症、进行性肌营养不良等,28,150.0w,775.9w
558,耋老邹游,抖音号： 1379107864,,:旅游全中国。我真行,4936,1788,7434
559,丁代峰,抖音号： 1698332979,,南京大方生物工程有限公司,670,402,3035
560,丁教练很爱吃（日常记录）,抖音号： farewell2127,,练健美的。打古典  一年四季有腹肌  xiatiandexue1229,10,13,348
561,丁荣晶-心脏康复,抖音号： ivheart,北京大学人民医院心脏中心副主任医师 丁荣晶,从事心血管专业27年  北京大学人民医院心内科 主任医师  硕士研究生导师 心血管博士后  美国梅奥医学中心高级访问学者  国内首位获美国心肺康复专业人员资质认证  中国康复医学会心血管预防与康复专委会副主任委员兼秘书长  中华医学会心血管病学分会心脏康复学组委员  中华医学会心身医学分会副秘书长兼双心学组组长,36,32.4w,84.2w
