URL,文本,iD,Title,introduction,following,follower,recommendation_like,products,disclosure
https://www.douyin.com/user/MS4wLjABAAAADPKXRNnl-Ljej1_7wVPk2YT1fDqqXFGRfLMxhPgd1ODzeay5MY4Bb2y4qgp-v0AS,胖妮麻麻,抖音号： h1199006,,"肝素宝宝破壳日：2020.05.09
用抖音记录和宝宝的快乐时光
感谢大家的关注和喜欢
关于保胎问题可以私信给我，尽我所能帮助你！一起加油",618,2204,4.7w,160,
https://www.douyin.com/user/MS4wLjABAAAADPNKqyy9_1PQ7kNvx_LzVkfTnSvCr9yCvQL1LHUbbXI,河北省宁晋县医院,抖音号： njxyyxck,河北省宁晋县医院官方抖音账号,关爱生命 关注健康,0,4311,2.2w,122,
https://www.douyin.com/user/MS4wLjABAAAAdRH47hXIijP3lKZTTeBtodPpR86syfEyTRs3rnpOOm6vFohDVl5oiPQU-3phkmw8,成都市妇女儿童中心医院,抖音号： CWCCH2019,成都市妇女儿童中心医院官方账号,一切为了妇女儿童健康,103,6.9w,57.3w,325,
https://www.douyin.com/user/MS4wLjABAAAAdrWLCKmTv6kPfP2PUN_d4LArA3hDXzwbYjRtd_Ex_BvuCoAi0Q_w5SLMlI098qML,二婶颜究所,抖音号： 2180135061,,"美妆测评/好物种草/知识分享
混干黄一白/强行有鼻子/经常肿成单眼皮的内双
国家十八级冷幽默选手
工作V：haoya12011
粉丝V：ershen45",42,316.6w,2708.7w,182,
https://www.douyin.com/user/MS4wLjABAAAADvES1_GdrhQqIUCb9OKve92eTuGDFqhpSXN3l2AttF4,芊华艺术景观设计,抖音号： Cishantaoyi,,"承接室内外景观设计工程。
从事园林设计、施工、养护一条龙服务。
线上花园设计领航品牌，花园设计行业风向标，私家花园，别墅庭院，屋顶花园。VX19108049296",1649,590,1.6w,306,
https://www.douyin.com/user/MS4wLjABAAAADWW_ksnv1DO2TBW2kgsUsqP-9uaiyE3wffDJjLB10z3HsejH8TqD1qKQ48xZIeuo,神经内科小王医生,抖音号： wang_2323,复旦大学附属华山医院 神经内科主治医师 王剑虹,"临床医学博士 主治医师
上海市医学会脑电专委会 青委副主任委员
中国抗癫痫协会患者关爱专家共识编委会 秘书长
上海市卫生计生行业青年五四奖章获得者
上海市卫计委团委组织的科普宣讲团（医苑新星讲师团）讲师
上海市青年医学科普能力大赛获奖者
目前在国际SCI杂志上发表论文12篇，主持国自然面上项目等课题7项",57,3.5w,5.7w,100,298
https://www.douyin.com/user/MS4wLjABAAAAE1yKcko_RCdkZV6an0MTgBUgaRJB4NgCSv8r3Q2Byto,颜永宁工作室,抖音号： yanyongning,,"安利服务商，正规经营，不诱导屯货，不夸大产品功效，不乱价，诚信服务团队伙伴和顾客们，因上精进，果上随缘。
顾客可以加15395694687交流，同行勿扰。",457,535,3132,605,
https://www.douyin.com/user/MS4wLjABAAAAe56gSCYkaKk9edseOM0pgFsvJaYRmW8kjwHqeWio2I0,肖婉君,抖音号： 75136695,,,363,157,887,25,
https://www.douyin.com/user/MS4wLjABAAAAebPaHqkEGs94QEWkpejZAbEqeTjcmVWEEwAQEm4BVHw,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAAED52_6Q1s4NsSn5zlZIFkH85TESOuOr12BIsBvtGLW78PL_KL1zxvbU-MQxlsu8y,有志好物优选,抖音号： tg666tg,,"点击推荐商品，视频同款挑选
点击推荐商品，每天分享好物
点击推荐商品，居家生活超市
点击推荐商品，喜欢记得常来",244,50.6w,319.6w,2101,3642
https://www.douyin.com/user/MS4wLjABAAAAEhXPdgKQP1G5k-L7QjyJJKsvnY6IygJhEXrgmZLrawU,皮肤科医生陈瑾,抖音号： cjys0001,重医附一院皮肤科主任医师 陈瑾," ️同学们，上课！
 帮你变美的全能皮肤医生
 医学博士也是硕士生导师
 美国芝加哥大学访问学者
 教书育人的同时让更多女性变美
 专注领域：皮肤美容/敏感肌/油痘肌/痤疮/ 色斑
 中华预防医学会皮肤病预防与控制青年委员会副主任委员
 中华医学会皮肤科分会青年委员
 中华医学会皮肤科分会皮肤激光医疗美容学",28,29.2w,54.0w,110,
https://www.douyin.com/user/MS4wLjABAAAAEI3OjNe5nokaVuzKjAQKoZYMrAsFUhpBm67-362_Dpc,UT,抖音号： UTWANG,,我就是我,674,1076,2.0w,153,
https://www.douyin.com/user/MS4wLjABAAAAEkH1yXutLOhoFV9Mu_BpKFjaB_HK2KrR_zNMyTuQT4U,DF,抖音号： 286666078Li,,韩愈说：“业精于勤，荒于嬉；行成于思，毁于随。”,442,341,1.0w,532,
https://www.douyin.com/user/MS4wLjABAAAAENjNKbQXQgEsk-F-VW4cWjpbZNWWZatGWSq3kDKhe8g,中西医刘海生博士,抖音号： 925262022,齐齐哈尔医学院附属二院神经外科主任医师 刘海生,"刘海生，医学博士，博士后，主任医师，副教授
清华大学硕士研究生导师；
神经疾病与精神卫生杂志编委；
承担了国家自然科学基金、全国博士后科学基金、首都医学发展基金、清华裕元医学基金等多项课题，发表论文50余篇，参编专著2部。
擅长：糖尿病神经病变、糖尿病足、面瘫、面肌痉挛、三叉神经痛、腰颈椎疾病、舌咽神经痛、垂体瘤、视神经损伤、脑脊液鼻漏、神经麻",302,4748,6585,178,
https://www.douyin.com/user/MS4wLjABAAAAenocbVqM0t5XYwDZaHetqdjErm2CNQoXcpMgsQYbytU,樱雪麻麻,抖音号： lxm20200208,,,526,80,94,3,
https://www.douyin.com/user/MS4wLjABAAAAEpFYeBm0vjnqeLCFmswckyDyUck03KW6i4JRAjaMkDU,中国网,抖音号： 787874450,中国互联网新闻中心官方抖音账号 ,关注我，总有一些温暖与你不期而遇(✿◡‿◡),51,1766.0w,4.0亿,13621,3887
https://www.douyin.com/user/MS4wLjABAAAAeQeVzKlI4_ou_2tq-UCu3c64z6yjvRMS7Vp_ZTQoQ7o,张老师和小胖丫头们,抖音号： 121887364,,"公立医院在职护士长
内分泌专科管糖尿病、管肥胖的
糖尿病饮食教育：就是教糖尿病一日三餐怎么吃，肥胖的患者一日三餐怎么吃。
不值班的话晚上8点直播
加入粉丝团有营养科食谱
主动加你的都是骗子。",1231,39.3w,206.7w,1358,30219
https://www.douyin.com/user/MS4wLjABAAAAErGtRvUXVriQY2KzVqZSCqeurwgEu133yg610_fDLorMzqmwnkV1AzsRFEU9_B2c,中医内科胡国臣主任,抖音号： huguochen2021,北京中医药大学东直门医院内科主任医师 胡国臣,"北京中医药大学东直门医院中医内科主任医师。
1976年12月毕业于北京中医药大学，享受国务院政府特殊津贴专家。从医40余年，具有丰富的临床经验，擅用中医治疗肺癌、胃癌、结肠癌、乳腺癌、淋巴瘤、甲状腺癌、肝癌等肿瘤疾病，以及胃肠息肉、结节等癌前病变疾病。",1,7.8w,12.2w,226,11
https://www.douyin.com/user/MS4wLjABAAAAfE6IQ79vdjlH3QQWB7IJBMKs9uGbzOQKL_8K9rdhXDnJEKwRF_Y13bcKIB1IJI4h,金海,抖音号： WYL.HLA,,There is no racial discrimination I love and respect everyone,5990,6905,21.6w,89,
https://www.douyin.com/user/MS4wLjABAAAAFgJTcx03bKlBGzTFLXrBfMXCe9ay0c1uBFCKJQgYr64,妇产科黄主任,抖音号： chankehuangyan,广西医科大学二附院妇产科主任医师 黄燕,"感谢您的喜欢
更多备孕、孕产知识干货，请持续关注我哟",0,5346,1.1w,19,
https://www.douyin.com/user/MS4wLjABAAAAFokW8MIyrPBnkyGS03iQ7GBzdnAe1PQIqudaHiMJBxk,飞电或人,抖音号： 1800630182,,"让我们从0开始
开场白是经过作者同意了，买的
感谢你这么好看还关注我
不要连续点赞三条视频谢谢看见小黑屋
不是专业20年老粉，时王入的坑
最喜欢假面骑士01",3163,3.5w,61.0w,276,20662
https://www.douyin.com/user/MS4wLjABAAAAfpe__iuzZOpcfWreHbVJA1lKAitjGFEpykBYY4hil_Lty98yN-fENWCpclLKnCuS,糖木鱼,抖音号： 58199824678,,努力控糖的二型糖人     坚持运动控糖            控制饮食      记录分享控糖经历欢迎大家交流经验,72,4745,2.8w,161,
https://www.douyin.com/user/MS4wLjABAAAAFqCIPXIkfbzJilTchG6B8_S5CNhX749V98CK8l6jbjQ,衢州市人民医院,抖音号： 357554094,衢州市人民医院官方抖音号,忠诚 严谨 谦和 创新,33,7158,21.2w,61,
https://www.douyin.com/user/MS4wLjABAAAAFrd-bScTl6fz34Q8fREvGu70CbesT5IU8DwvpLtIjXU,消化内科沙卫红主任,抖音号： gdsrmyyswh,广东省人民医院消化内科主任医师 沙卫红,"广东省人民医院消化内科主任医师。
内科教研室主任、消化内科主任。
擅长胃食管反流病（反酸、烧心）、消化性溃疡等酸相关性疾病、功能性胃肠病、炎症性肠病、肝硬化及并发症、消化系肿瘤的诊断与治疗。
中华医学会消化内镜分会全国委员。
中国医师协会消化医师分会全国委员。
广东省医师协会消化医师分会主任委员。",77,5.9w,12.6w,32,
https://www.douyin.com/user/MS4wLjABAAAAfs2ezydI2-v3nTIvTdFDYBzvA_q_NPMAGM0iPnpT_oU,关海霞,抖音号： dyiy2fntxy96,广东省人民医院内分泌科主任医师 关海霞,"主任医师 中华医学会内分泌分会青委副主委
持续科普靠谱的内分泌代谢病相关知识
本人一切言论与就职单位无关
如科普内容有误，欢迎指正。👏
本号不看病，请谅解。",2,4.1w,1.1w,17,
https://www.douyin.com/user/MS4wLjABAAAAfuzbU0aI9kqBBG3RmqSeBKZjG9Y-gqWSc5ISQoWIL_w,北京朝阳医院,抖音号： bjcyyy1958,首都医科大学附属北京朝阳医院官方抖音账号,专治各种不懂,18,1.4w,4.6w,354,276
https://www.douyin.com/user/MS4wLjABAAAAFVooqfaV-i4WBE_9egci5CMdHw_PVXAdHIhN0zH-YCc,雨萱妈妈,抖音号： 1051164589,,我是一名宝妈，目前没有工作。没事就分享一下日常生活。感谢那么好的你关注我，给我心。愿你们未来每一天都是美好的,29,170,2555,156,
https://www.douyin.com/user/MS4wLjABAAAAfVUVn1fXh1NcMMbuYjEc14TVmDxn219Y4Wg4DaTNEgRck9W2iLQ_i8Ll2OIBRUnF,中山大学附属第六医院生殖中心,抖音号： newivf,中山大学附属第六医院生殖医学研究中心官方帐号,中山大学附属第六医院生殖中心(简称：中山六院生殖中心)是广东省规模最大的生殖中心，由著名生殖专家梁晓燕教授创立，公立三甲医院。拥有从试管婴儿到生殖外科手术最完整的临床治疗技术链，包括一、二、三代试管、顽固性子宫内膜菲薄及粘连的综合治疗、巨大子宫腺肌症的保宫手术治疗、卵子成熟障碍的体外成熟技术、全年龄段的肿瘤患者生育力保存、无精症的显微取精、中医系列理疗及安胎保胎等。常规试管婴儿成功率高，并擅长处理其他中心无法治疗的疑难病例。,2225,28.6w,89.0w,579,
https://www.douyin.com/user/MS4wLjABAAAAFVZ-47ICfPgM6jgsvG2rEarXynUqCn8wSSz3ZGeEANo3yYmSaG2nGo0c-44Hz8gB,阿丢体育,抖音号： dy1jijqpixqr2,,"热爱足球，持续更新
用心做好每个视频
我是阿丢，梅西小迷妹
再出发，把生活调成喜欢的频道",81,1.1w,11.5w,208,
https://www.douyin.com/user/MS4wLjABAAAAFwP4ObHPz3u-MU9hQ8NOFav0tBdhMt6HiBgGtEsTqVZymHqN4aZl_syHED4zbrch,杨博士饮食营养（恢复训练中）,抖音号： ybsjiankang,," 食品科学博士
粉丝+yangboshiyouxuan领【定制食谱】免费【饮食咨询】
曾经220斤瘦到160斤，分享健康和营养

不接广告，橱窗里都是自己研究开发的",150,130.0w,619.1w,789,1354
https://www.douyin.com/user/MS4wLjABAAAAfWXRAsDCTaeYCwWLupdQqJCbFpqZZdTccVHbmTmCdsg,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAAFY_83pDFHa-VNUzhOjXeBJv5IluKZI6IxdyNY41Wqi02slvRg2msFA26z8Z-gkFZ,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAAfzM6wf1DUQz0LHkMVE1e8sw-7KTm1PAsFsuTPYRQ3F8,大胖控糖日记,抖音号： DPKT_666,,270斤糖人儿的控糖日记,87,42,136,39,
https://www.douyin.com/user/MS4wLjABAAAAg33gMD0-16ZwbPf0MU-MIo67OnP2irtsVUyDk9Sg6CpmvjjMeZb5jZ1LtAk8z2rW,健康养生,抖音号： dygct171u67g,,,219,119,197,72,
https://www.douyin.com/user/MS4wLjABAAAAg4HiHGVNog9-f0_irormVfHzYVF0_P4IqaVbAJIn83U7XtdqUG1yl7G-Y6x1qAP0,北京妇产医院刘勇,抖音号： youngleu0101,北京妇产医院妇科副主任医师 刘勇,"三甲医院副主任医师
首都医科大学医学博士
卢丹教授妇科知名专家团队成员
北京市优秀人才、中青年学科骨干培养资助
专注HPV感染、宫颈癌前病变、早期宫颈癌
子宫内膜异位症（巧囊）和子宫内膜癌
擅长腹腔镜、宫腔镜、冷刀锥切、利普刀微创手术
关注妇科疾病，关爱女性健康！",57,93.6w,499.0w,185,
https://www.douyin.com/user/MS4wLjABAAAAG6Mvd6F5QPAxtbN9YGRsoAiKnh18yFILwzL7z7ZYVU42cddl6TjN3vCEKILk7PwD,东方神财,抖音号： JiuYaoFaCai666,,路漫漫其修远兮，吾必上功而立雄起！,338,49,235,73,
https://www.douyin.com/user/MS4wLjABAAAAg7jHD_nRNFyBsrFCHJmEZ1sJntbfaqmoD5oR17alowY,宇宙评球冠军项博士,抖音号： xiangyangball,,"足球批判派
传播学博士
体育经纪人
中超俱乐部从业多年
龙珠直播足球解说员
懂球帝中学历最高的
读书人中最为懂球的
带你剖析足坛万象
邀你阅尽人生百味",192,2156,4.3w,170,
https://www.douyin.com/user/MS4wLjABAAAAGbLACoTOhRVO2QhmE8NA0neYUEl_cPS4qtgKmNiDCaA,小田减肥训练营,抖音号： Tdk654852650,,"河南基地：18236560447
广州基地：13902241573
招聘：摄影师 编导 客服 健身教练",159,311.6w,1382.3w,1976,
https://www.douyin.com/user/MS4wLjABAAAAgbSUf14BVTQYflzHXk8c6ODWxjIH2YZMeh_yodxbUOq2p-Kiz8gculVx3bPLtZbx,重庆市大足区人民医院官方账号,抖音号： cqsdzqrmyy,重庆市大足区人民医院,做良医，施仁术,107,1.7w,22.0w,293,
https://www.douyin.com/user/MS4wLjABAAAAgF1pdAZD8UeTqU1Y3-8vCBiA4wLV2ev4FjN-0JZsObY,糖尿病健康厨房,抖音号： TNBJK178,,"“愿每一位糖友的身体都能达标”
每天持续更新糖友食谱，记得点个关注 
拥有独立的糖友俱乐部，曾帮助过无数名糖友走上正轨。
让糖友通过饮食加运动的方法来控糖，而不是你的胡乱控糖。
我们推荐的每样主食和食品，都会经过多名糖友来实测升糖情况，然后才能推荐给你们。
糖友难题私信我-能帮一把是一把。
+: TNB6886 “商务合作-注明来意”",8,9.6w,25.6w,219,
https://www.douyin.com/user/MS4wLjABAAAAGFkps1cWKABJ41QpcP2ZvFT-tURnhPsnTS8_oKirZI3W8gcXtFOznf7AB8XZth59,冯磊,抖音号： fenglei116688,,"君子当正其威仪，贞正清贵，金玉其质。
记录青岛港民生福祉。
为大众拓宽保险公司理赔口径。",97,1.6w,6.5w,94,
https://www.douyin.com/user/MS4wLjABAAAAGkIfJmVuaqV3MGMFB26as0lcP9895p6Rwsv48MqUZz77JeuBKl8iDtt4ag35ZNNr,糖果糖妮,抖音号： tangguotangn,,永远告诉自己，不忘初心，可是是否能做到呢？,25,19,129,88,64
https://www.douyin.com/user/MS4wLjABAAAAGN6piInDTJPbhacAHllpCEmZ06GYZnBJFX0K0xnkcn8,果匠,抖音号： GJ1741172413,,新疆是久负盛名的“瓜果之乡”，瓜果品种繁多，质地优良，一年四季干鲜瓜果不绝于市，如石榴、葡萄、无花果、巴旦杏、杏、桑椹、蟠桃、梨、阿月浑子、核桃、沙棘、伽师甜瓜、哈蜜瓜等。,458,1530,2921,141,
https://www.douyin.com/user/MS4wLjABAAAAgo7IHNW2gfzeMY9rdelWnkE_DaJP4Y4S9wqIOSnk2e8,中医肿瘤陈医生,抖音号： 873264515,揭阳市人民医院化疗一科主治医师 陈宏鹏,"中西医结合医学硕士主治医师
预约咨询（不免费）
揭阳市人民医院肿瘤内一科
中国中西医结合学会肿瘤分会会员
揭阳市中高级人才",408,8.3w,36.5w,226,
https://www.douyin.com/user/MS4wLjABAAAAgPWu4OkHnOZ3SscGn-meHEkuLiD2xDu0NSgt8zC8uPc,恒悦瑜伽普拉提,抖音号： liyouliyou666,,"健身私人教练
瑜伽普拉提培训师
增肌减脂 体态矫正 脊柱侧弯调整",1839,183,570,36,
https://www.douyin.com/user/MS4wLjABAAAAGQhXAtIlNEdLL6Z8s9mSy49_EiFcc8aCLPFL65Liy9E,雨哥暴走咨询,抖音号： 1474764703,上海兀旒商务信息咨询有限公司,夫心起於善，善虽未为，而吉神已随之。或心起於恶，恶虽未为，而凶神已随之。,240,91.0w,451.0w,849,
https://www.douyin.com/user/MS4wLjABAAAAgR8CUVcbJPFvv_2qDKK2Qkw-lb3QtpQO9eXIhPpgcMM,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAAGSQzPveYkf5DfmDK2lkHZiiOp-pEXzGspcxT8m72WqA,山猫互联网+,抖音号： Anjier8888,,安吉尔专注健康饮水，饮领品质生活    专注净饮水33年    畅销日本、美国等65个国家    赢得全球2亿用户的选择,4962,2064,3825,198,
https://www.douyin.com/user/MS4wLjABAAAAgXSvL61Xl6pLdbupepqigg68ZmwtVC-1lyTndnz_coinhaykXJvaXt9Si1Jq4cam,草莓影视,抖音号： a17884799,,"每天都在努力哦，欢迎大家关注
大家想看什么可以视频下方留言
更多快乐与与你分享",146,1.5w,75.3w,17,
https://www.douyin.com/user/MS4wLjABAAAAgyOkbI47VjSx8Bwy5WlgDzJZz9E-4pEfsmLHelwcgsoHJbyrrgwo_1L79lwA5_xc,太原市妇幼保健院,抖音号： tysfy2315853185,太原市妇幼保健院,全心全意为妇女儿童提供医疗保障,0,6009,9967,213,17
https://www.douyin.com/user/MS4wLjABAAAAgZvzdMmliinvxj21SgwtBZCnvcbBo1Q25cbZaruImzg,宠物医生董轶博士,抖音号： dongyi1972,,"动物眼科专家，临床兽医博士
中国兽医协会宠物诊疗分会副秘书长
北京小动物诊疗行业协会副理事长",431,94.2w,161.1w,293,
https://www.douyin.com/user/MS4wLjABAAAAH-XgBfalFlDNEPYHONxL2Qp45ObcT8ZSlwin-54bjGw,一个人很酷,抖音号： L2583691026,,"以后能成为优秀主任的小辣鸡医学生…
",732,323,3499,34,
https://www.douyin.com/user/MS4wLjABAAAAH01D0J1alIxygyHVA7TntupTuOFnubtBFpDXBJ_tcEwxKBAl5TATIn0Yd9fsC93I,可孚血糖健康管家-小夭,抖音号： 77019365205,,别让糖尿病毁了你的生活，监测血糖，刻不容缓，和我一起关注血糖问题！,48,34,38,2,
https://www.douyin.com/user/MS4wLjABAAAAH6FcliiSDZtgPmkfeopJU2kasMk64g0ct6ztjI84d7I,肾病科王暴魁教授,抖音号： wangbaokui,北京中医药大学东方医院肾病科主任医师 王暴魁,"主任医师、教授、博士后、博导
擅长中医治疗各类肾炎、肾衰竭、高血压肾病、糖尿病肾病、肾病综合征、肾功能不全等肾脏疾病",1635,75.8w,308.9w,829,
https://www.douyin.com/user/MS4wLjABAAAAH8Od5g-eMLrXio2S0vzy6R43rhmFIO-tHJdRPvgMjEAcOYJBzBawoggRPrjzPzRo,中医刘国荣医生,抖音号： liuguorong120,湖南省直中医院肛肠科主任医师 刘国荣,"湖南省直中医院 :肛肠科主任、中医肛肠主任医师、硕士研究生导师、株洲市名老中医易飞鸾学术传承人、全国盆底外科专业委员会委员
从事临床、科研、教学三十余年，
自创五联疗法治疗顽固性便秘直肠癌保肛手术、在腹腔镜下结直肠癌根治术、微创无痛治疗痔疮及肛瘘等肛门常见疾病有丰富的临床经验
擅长中医治疗慢性常见病：便秘.慢性肠炎，糜烂性胃炎等，积累了丰富的经验！",20,8.5w,9.3w,220,
https://www.douyin.com/user/MS4wLjABAAAAHbe9b1mHZtJ5AY4bmh8lXLP8-9LDXKY-r_4ONef1MB0,鹏翼Link,抖音号： pengyilink1,,"减脂路上有我不孤单
Work V: pengyilink1",43,82.6w,760.7w,334,
https://www.douyin.com/user/MS4wLjABAAAAhc3mL9aLeTC_xJrxhcaNbBWrNr3KzvJ7YGDlfLbkU1E,养鸡助手，禽医张磊,抖音号： dyhsq5vmk2w4,,"养鸡，养鸭，养鹅
关注我就对了
携手并进，共创养殖致富路
（Vx）18053676173",98,1624,3450,174,
https://www.douyin.com/user/MS4wLjABAAAAHcHtxG6I2oN3HGbTNraGz42QJ-bsCGGe0KruucYoeiw,小布林,抖音号： zhubaoshan6354,,好好相遇，好好聊！,433,1387,1.7w,723,
https://www.douyin.com/user/MS4wLjABAAAAhEWHmmeAh_fizQHh07TVDQ5aGQZJL2SvI5ER_jt3kCM61bRrMUS7FrQQPuEMgJ70,美容护肤品优选大全,抖音号： ok6688168,,"视频中所有的美容护肤品，在商品橱窗中都有
每天坚持分享优选护肤品，希望对大家的护肤
保养有所帮助，感谢平台，感恩有你
视频同款点击商品橱窗点购买",22,3.2w,36.2w,872,
https://www.douyin.com/user/MS4wLjABAAAAhGwXtS15R_wBbRfiwk_a6_6PNYPTf6UiKwpjjXCLmsY,北京协和医院口腔科周炼,抖音号： Pumch_Zhoulian,北京协和医院口腔科副主任医师,临床擅长：唇腭裂序列外科治疗，正颌外科手术，颌面部骨折重建，颌面部肿瘤外科治疗，种植牙，微创拔牙等等,4,10.8w,33.5w,290,588
https://www.douyin.com/user/MS4wLjABAAAAHM9AWveBtCgajhAyL89a1a_mwzJQx3-xZUWTjjF_K54,勇闯乌江,抖音号： 2085920077,,"【收藏达人】收藏邮票、乌江奇石、钱币、磁卡。
用感性感受生活，用理性思考人生！",1068,865,2.1w,1608,
https://www.douyin.com/user/MS4wLjABAAAAHnVY8CDHcTWLt5A2PVzpo-TMwOzlmzF69zYGuMOsPFMULSKnGcf64cQ8iBkW8_3E,浙江省皮肤病医院,抖音号： zjspfbyy,浙江省皮肤病医院官方账号,浙江省唯一一家省级公立皮肤病医院,8,5282,7154,58,
https://www.douyin.com/user/MS4wLjABAAAAHrqeguhBL-PBv7C3uuul-vTqF2QPgin78nWcEJ7kS84mDphhWKYunr4FrfKSKn-b,ID小徐,抖音号： erxingxiaoxu,,"大家好云志目前就职一汽大众，是一汽大众的ID专属顾问哦，有想了解的嘛
v釁：xuyunzhilove",349,151,401,96,
https://www.douyin.com/user/MS4wLjABAAAAhScXqpIgjPznNbjNlsjHPsH1YjQ4zBZL8JF0ir7zUM7Ea1OzKbNK8ej14B5n9HQ-,张如兰教授,抖音号： zhangrulan86,中国中医科学院西苑医院脾胃科副主任医师 张如兰,"※中国中医科学院西苑医院原大内科主任
※全国传统中医指导老师
※中国中医科学院脾胃病教授
※参与《胃疡宁》研究实验荣获中医科学院二等奖
※先后撰写发表论文三十余篇",329,56.8w,145.0w,148,
https://www.douyin.com/user/MS4wLjABAAAAhtZxx3WiIHkVIKNRYhFdowZqy2yWgIk3TKPtTUnK_6kIg-3jtMA4LrpVK9N3p4Jt,眼科一线,抖音号： liuwu12,中国医师协会眼科医师分会,"中国医师协会眼科医师分会
医者仁心 科学护眼
关注我，带您了解全国公立三甲名医的护眼“秘籍”
欢迎广大粉丝朋友留言",13,5187,1.0w,170,
https://www.douyin.com/user/MS4wLjABAAAAhUayRxF5baPHonFr9qULqSYNo4G7wuHShuTPTEPABXk,青岛行风在线,抖音号： qingdaohangfeng,青岛市广播电视台行风在线官方账号,"百姓之事无小事，一枝一叶总关情。
2022年上线单位排期将会置顶视频
请在上线前一周私信我问题
反映问题一定要留联系方式！并写清楚问题
只协助政民沟通 不回复""特殊照顾""需求",12,42.4w,305.6w,908,
https://www.douyin.com/user/MS4wLjABAAAAhW3RiX7wTduhrADQY7rHyypNhT7r-wWG-OPNK7SFZeY,眼科医生王凯,抖音号： dr.wangkai,北京大学人民医院眼科主任医师 王凯,"北京大学人民医院眼视光中心主任医师、教授；
北京大学眼科学博士；
美国伯克利大学眼视光学博士后、访问学者；
北京眼视光学会副会长；
北京电视台“我是大医生”嘉宾主持；
擅长：青少年近视防控、角膜塑形镜的精准验配、近视手术、白内障手术等；",263,33.1w,37.7w,357,
https://www.douyin.com/user/MS4wLjABAAAAHx-k6s3h0wBKnsyfwaS4piCyrk6bulpIbOdDBSKQa6w,陈勇,抖音号： cydajiankang,,"学会低碳饮食后，纯靠吃 3个月减掉25斤
科学已经证实了热量理论对人体并不成立
饮食不需要制造热量缺口 更不需要通过饿肚子来减肥，那些推荐少吃脂肪，用面包、水果、水煮菜、鸡X肉代替正餐笨办法让你瘦了吗？
实践是检验真理的唯一标准，勇于踏出第一步改变自己，在减肥的道路上已经成功了99%
交流V：zjjlance",94,1249,7807,114,
https://www.douyin.com/user/MS4wLjABAAAAHyQ3UbP7I14Hm7XOCmHuE-0EhelGbTNdse5qm5hI5Io,麒点-财经小牛一家,抖音号： 949604780,东莞市麒点文化传播有限公司,"科普企业知识，熟记内在价值；
杜绝盲目跟从，崇尚理性分析。
主播牛妈直播8：30～早盘利好新闻资讯",167,19.7w,35.8w,452,955
https://www.douyin.com/user/MS4wLjABAAAAi_487qTxNgAW656bew-ymnnnhiJhixvvIdx0Sa0SDXs,扎西,抖音号： SuperMovingLily,,,293,4368,1.8w,85,
https://www.douyin.com/user/MS4wLjABAAAAI-P8S1G3TMiNAdIDgNn56VecCVt1HTykZBzt2qg5Yi8,人民好医生,抖音号： renminhaoyisheng,人民健康网官方账号,“人民好医生”客户端是人民日报社旗下新 媒体平台，由人民网·人民健康主办。 “人民好医生”客户端通过建立名医与用户 线上互动交流平台，致力于使全国用户都能享受 到优质的医疗健康服务、就医指导以及健康管理。,18,101.2w,200.3w,606,
https://www.douyin.com/user/MS4wLjABAAAAI1YvXStvK5nHhEC1bnrPfLh2UmzZOt_V3M7-kD6DG-eXxZYQ-4A_Pu-itRfFpNP1,风湿科博士周新尧,抖音号： zxy_doctor,中国中医科学院广安门医院风湿科副主任医师 周新尧," 北京著名三甲医院风湿科 专家  医学博士
 擅长治疗痛风、风湿、类风湿、骨关节炎、强直性脊柱炎、干燥综合征等疾病。
 把医学知识化繁为简，为您科普更多健康知识！",49,16.7w,56.2w,544,427
https://www.douyin.com/user/MS4wLjABAAAAI2Sh2TN27hfkBCItaV3tD3qo7uDTSG91Phma8WIeV-4Ew3fk1v0DSvMnCjlDILOU,宝藏美食,抖音号： baozangmeishi778,,"美食的搬运工~
希望大家多多点赞，关注我哦~",48,2.2w,18.8w,322,
https://www.douyin.com/user/MS4wLjABAAAAi6FRglcVgbD4DGLTB9p2lR0xzVIkKXcgF1vOWD02S9Q,浦东发布,抖音号： pudongfabu,上海市浦东新区融媒体中心,"在这里，和浦东同频共振！
感人事、新鲜事、突发事VX:13918901149务必注明来意！",46,255.6w,5216.3w,7677,10063
https://www.douyin.com/user/MS4wLjABAAAAibgSh8vO0UO8zCrqEcKRO7jmB4ykKRbJ6K3ZWs8JYKU,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAAIEIAERYIeJta1Mu-uIDYRRIV8ANKYgNXlMudy02JEi61VQ0M-MIpBo6Xn29zsh-Z,中医风湿科医生王玉明,抖音号： fengshiwym,北京中医医院风湿病科主任医师 王玉明,"师从国家级名老中医王为兰教授、张炳厚教授
擅长月子病（产后风湿），强直性脊柱炎、干燥综合征、痛风、纤维肌痛、红斑狼疮、血管炎、系统性致密性骨炎、肺间质病变、类风湿等
北京中医药学会理事
中华医学会风湿病专业委员会委员
北京中医药学会风湿病专业委员主任委员
北京中西医结合学会风湿病专业委员副主任委员",26,5.3w,24.4w,304,
