页面网址,文本,文本1,文本2,文本3,文本4,文本5,文本6,文本7,文本8
https://www.douyin.com/user/MS4wLjABAAAAWNQYRJb2NNZ0ugPXDD3Uo9_7UlncOlFIksh4WuduJ4Q,y迪西,抖音号： 283306,,哈哈,17,750,18,5,
https://www.douyin.com/user/MS4wLjABAAAAsw4vT_aJ_ChQ2m_JtjpmDrRv1oVsoYuvEzJwjhDgURc,Y菲,抖音号： YF28263207,,"1986射手座：曾居住西藏拉萨
美由善心来：心如莲花开
遇见最好的自己：遇见更好的你
VYF28263207
带着一颗感恩的：从事着热爱的工作
扎西德勒",440,575,3583,143,
https://www.douyin.com/user/MS4wLjABAAAARlho5ppL0A0fqctklT8mqH-9qHCnuIJd0yjgRnfxSo4,Z**,抖音号： 32557040853,,人世间最好的相遇，不是在路上，而是在心里。最好的感情不是朝夕相处，而是默默相伴，最好的相陪伴是，你在，我在，一直在…,1131,1350,2.5w,815,
https://www.douyin.com/user/MS4wLjABAAAAGJuIgMN33UygS9X6WxMnSnP3UvqHXhpB4rCLaTCdoPM,z000878,抖音号： z000878,,,1193,486,3724,170,
https://www.douyin.com/user/MS4wLjABAAAAcF48fmsSvw7GmhAXaOIvIR9nI3u1J21zVfYWqwGu1Mo,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAAGL7ic6SpNYuMa_RhmibO7iFE20CM8uMRoAVpnhVCXj7anjqOcXXz79lglqj-aBRi,zhaoyisheng,抖音号： dyv5kbgafgng,,"分享生活日常，女性健康
爱我，爱你，爱她/他",362,1323,6923,85,
https://www.douyin.com/user/MS4wLjABAAAAdSHWryWD7EChRE6uIktHAxMuy1HX9DkIm6p9hM4kQiZi2Rq2V1HGha5qW_QXrZgP,ZYNNJDLA昭仪娘娘（顺产 月子中）,抖音号： ZYNN8888,,"一枚在广州的94年潮汕新手妈妈
2021.12.7 孕38周+5 已生 顺产
分享母婴自用好物/记录孕期与宝宝生活
感谢关注，合作605263515",49,4846,3.8w,45,
https://www.douyin.com/user/MS4wLjABAAAAZ_lkKOWsVT9Etdt1IW8ZF5z7Zea0MMKfZtoX9WQfvUU,Ψ丶™你不配,抖音号： 286272414,,"临沧.网红.花崎秘境森林餐吧
第一家花木打造的版纳繁花风格餐吧 环境好 酒水实惠 小吃好吃.
位置：温泉路直走150米.右手边.花崎餐吧
订桌热线14769054965
微信号:FRMDP0524",3585,1521,2.3w,555,
https://www.douyin.com/user/MS4wLjABAAAA-Mmu2Lg_bQcpUweasGg-40F4wCQmcHNcex0aLDBCg4A,ঞ໌ᮨ້彤宝吖꧔ꦿ࿐,抖音号： peizhen13579,,此生最好的运气就是遇见了你,141,479,9873,438,
https://www.douyin.com/user/MS4wLjABAAAARZKCIZKMaYFOaCIjoRYyNwcR-9AwD4MzFQHQLF-LJRM,ಠ_ಠ $_$,抖音号： dy75jpbttsvo,,"人这一生会遇见很多不同的人
都是老天安排好滴 有的人成为了朋友
有的人成为了过客 有的人陪你一生
有的人只陪你一程 不管是并肩前行
还是末路殊途 遇见就是缘分
相处过就是福分
路过的永远是风景留下的才是人生
2020愿我们一切安好",1061,446,2130,46,
https://www.douyin.com/user/MS4wLjABAAAA5a6RqsFOGoEl-FKNd4kRbsjjNjrdZMUuhQ97FlD7N68,닥터,抖音号： 2141395256,,헬스장 다니는 의사,465,64,175,51,
https://www.douyin.com/user/MS4wLjABAAAASdhQJdmBcGr9Fjz2u_e5bhMUJVfvnnlKapL4fT1W0Ps,啊瑞瑞,抖音号： aruirui74203,,,42,30,36,3,1025
https://www.douyin.com/user/MS4wLjABAAAABeEzbdHbfeKQwxpKfZAbAHP0daTOyDpRiixmE1vlNo7nf6r4AMcroPGQ81FAFf5g,阿U学科学,抖音号： AUXT66UU,,阿U学科学提供优质的儿童内容，启蒙孩子的好奇心,3,1.5w,5.9w,137,11
https://www.douyin.com/user/MS4wLjABAAAAscpEGztfcYE8QWFDF87dt7YWSYbVsOQ8EnspJ-WzVVW7vAXtjI2sg-ZYC93jDEw1,阿阿阿阿媛,抖音号： dy4y0tzbpwvr,,那是因为我喜欢你，比地球上任何一个人都喜欢你,597,1568,1.9w,23,
https://www.douyin.com/user/MS4wLjABAAAAONl8nV0EHGWC_Vf21z38WeW0_jlB9U8Of49r4sLqyXA,阿边的新生活,抖音号： ABIAN1234,,"记录和宝贝一起成长的点点滴滴
七喜，女宝，2021.06.18出生",89,1541,5.3w,231,
https://www.douyin.com/user/MS4wLjABAAAAwc7YFbkgkr3E4ILgp9TTfAleF82QXGH46spxEUR0OfKvVu0VHoXLI_-0hx2TIWQO,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAAFVZ-47ICfPgM6jgsvG2rEarXynUqCn8wSSz3ZGeEANo3yYmSaG2nGo0c-44Hz8gB,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAAHb6aPbZ_tIr9SfFYWOw59CS2VDbAQp_g4kmHPaZ6DQg,阿峰爱健身（专注女性身材管理）,抖音号： feng880666,优质健身领域创作者,"全国健身模特精英赛（扬州站）小组第一
商务合作hdkj88015880（星图合作)",113,158.7w,1045.7w,722,
https://www.douyin.com/user/MS4wLjABAAAAxg8IcneTZCkNCyhiVOq3TSBFGgwk6fvrI0XXjPV88gLInfAyuErNCkIue2wo8nVZ,阿皓实验室,抖音号： VIP_205,,"你们想看什么我就放大什么
关注我，万物皆可放大",22,78.1w,650.4w,828,
https://www.douyin.com/user/MS4wLjABAAAAUzq0Kj0eRhD4dYIfXkxFF8wDNEgsTZrasUmMETLre3s,阿华宠物驿站,抖音号： yw131571399991,义乌市阿华宠物用品店,义乌阿华宠物驿站，宠物一条龙服务，服务到位，大家放心选择,3614,1229,8784,327,
https://www.douyin.com/user/MS4wLjABAAAA1NGPaAS7viCZuyPXqRqKatnwS1fkC1xHCwz9p5Gd0Aw,阿军美食,抖音号： 1196312592,,做好美食，我是认真的。,2501,1131,3066,21,
https://www.douyin.com/user/MS4wLjABAAAA9NDYWuwcWGb8EJxxLI4vsdrfgL1ZnUF19qXnzAeHfxElNlOixMicCpfcgeddawRF,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAA2sJ608belqsAtiLe2NMNoAVJtLhYN_TwkGFhaps8Io2rgT8sHpR98Kn6OZH38x7r,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAAdf53GtzTHF2vv-aMq7P5CR2JYW8fFWTK-IGDV6_sx7w,阿狸,抖音号： z395706179,,"售后食谱
食谱：395706179
免费赠送食谱
从140斤逆袭到100斤甩掉40斤肉,带你绕过逆袭道路
茫茫人海刷到就是缘分
感谢抖音绿色平台,感谢关注
“本人只有一个抖音号,从不会私信任何人”",422,2524,2.8w,215,
https://www.douyin.com/user/MS4wLjABAAAAfB59YDp_k9fRJ81REEsPmFULv9emViWxJuRIjjbfvL11nsDMHGNr5nAaTFkMmwA5,阿里哥—新科植保研究院,抖音号： huanghetan406,,"国家首批农药定点生产企业
省重点农药生产企业
为全国种植户病虫草害提供一站式解决方案
并对草莓、红薯、番茄、黄瓜、果树、蔬菜等作物病虫害提供专项解决方案",1221,2.5w,9.1w,152,
https://www.douyin.com/user/MS4wLjABAAAA4YGvbQfp6MrR7GeEEb1oSGYEeXlmcou6PTvKOEEOvmU,阿里健康 医鹿,抖音号： YLAPP,阿里健康科技（北京）有限公司,"Hi，我是小鹿
阿里健康旗下医鹿APP
挑战365天分享有依据、有实用性的健康知识
关注我，一起守护家人健康",55,10.2w,145.7w,170,
https://www.douyin.com/user/MS4wLjABAAAAHu7KOJA7AbCZ6lpIM7cdvPU1DMhRHT-A1o4pTNSy_cb0Ifx6j17bCK_rEik6mWTq,阿蒙聊养猪,抖音号： W1993W7721W690,,"行情交流，信息服务，
每天为大家报最新猪价
徽.18595835368",375,7.2w,23.4w,327,
https://www.douyin.com/user/MS4wLjABAAAAJ6GqAoLVYzmgeH6d6uXDxCxKlWYt34887mCX_sJXV4o,阿坡教练（专注大众减脂）,抖音号： swp19961110,,"健身好物都在我的橱窗，欢迎去逛一逛
良心健身博主分享居家健身干货
线上帮助上千名学员达到理想效果（增肌/减脂）
线上一对一学习v：swp19961110（备注来意）
商务v：2316305272（星图合作）
努力成为自己想要得样子",150,41.6w,226.6w,585,
https://www.douyin.com/user/MS4wLjABAAAA9eYPC4oj91XwYVaYGR3Du8Uo6Hi35mGK7-kDXA7OdKY,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAA0ynoNJBjT9FptZHu3Z7E7NFdahrYeyUr6wnWqmi9V5w,阿润瑜伽普拉提(减肥塑形),抖音号： 10389605,优质健身领域创作者,"全网粉丝170w+（持续增长）
IBFA认证教练/普拉提老师/七年健身行业执教经验/历史减重60斤
抖音合作请私信",263,64.1w,450.1w,427,
https://www.douyin.com/user/MS4wLjABAAAAtRZXl7m8ZuX9Rbi2W_HPDHOhtlzjDwxNjebkDiZOQ2k,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAAwyvsjd-hPyQbZ4shQYektbdLSIpX63dzlGmzddqduAA,阿汤哥,抖音号： 1642522371,,头上三尺有神明,25,78,502,78,231
https://www.douyin.com/user/MS4wLjABAAAA6mrfkUO_TEed5DTfBFiSLPZCROC52boubgoht5Mwzfs,阿童木的木,抖音号： myajs555,,"用心拍摄每个作品
每条评论必回
但行好事 莫问前程 但行前路 无问西东
喜欢的加关注
myajs555",109,20.9w,331.2w,353,
https://www.douyin.com/user/MS4wLjABAAAALjpbgg9c3OKPdWrFyKIvHU95W6F2u3s5PYZ8WVfG4q9fCcEYl99u00yhelK-8lPg,婷~婷,抖音号： 29588248982,,"养殖路上一起陪伴
欢迎点赞+关注
vgz18053606291",3228,2291,4962,104,
https://www.douyin.com/user/MS4wLjABAAAAGiX_cIms_8eNAUPiwf6yjYsU3e_cB_wT_ZqLKwmVVUw,阿新纪录,抖音号： Hipy999,,一位爱喝点小酒的正义积极洒脱的八零后大叔日常,137,9592,1880,343,
https://www.douyin.com/user/MS4wLjABAAAADjt0LTFLR-8WLt9Ph-wKPcsXJvc_3PeJ6oI_gwE45dQ,阿英健康达人,抖音号： Ying498761643,,"小时很穷想通过知识改变命运
成人了想通过财富增加幸福感
知识小小财富与幸福感都有了
发现丢了一样东西那就是健康
感谢抖音平台给我们每人机会
可以从优秀的人那里学到知识
我也会积极努力地传播正能量
乾坤未定，你我皆黑马，加油",2159,2241,8856,56,
https://www.douyin.com/user/MS4wLjABAAAAxjQ061FB3-Q-1dLAClnekpw6pWZC1AagmOkJMCYmZCI,阿宇环球自驾,抖音号： 71402386,,"热衷旅行自驾
国际自驾领队
分享自驾小技巧
跟着阿宇，不迷路
V. 17647533602
2022 向着非洲，出发",45,6.9w,82.2w,244,1558
https://www.douyin.com/user/MS4wLjABAAAASYqSRKG0XVgO3eZeHaguvEdCVKbVkP1Q2y6_WD56aBRGOtZYUmp56eu8vI7u1BUM,阿远瘦了50斤,抖音号： 53878087467,,减肥是一场修行，在过去的三十年里，我从为开始过。直到读到了这段话，“你连自律都做不到，还说什么不甘平庸？你要知道，比你优秀的人，比你还努力。” 读完，我泪流满面，我从此刻开始，决定自己，不要做一个平庸的油腻男人，我要褪掉我的一身赘肉，让身体里的那个瘦子，替我走完接下来的人生，如何衡量是否成功了，那就是以前的衣服，全部肥的没有办法穿了，就是成功了。,3224,8227,3.2w,114,
https://www.douyin.com/user/MS4wLjABAAAA_7ZXeTAJhIQVMkiTobCZZxurf_sQcyC0f932nmQTZZk,阿粥哥,抖音号： 387237270,,"一个爱撸铁爱生活的汉子
对生活品质有极大要求 ， 对好物也是。
创新科技 l 智能化领域 l 细致化分析讲解
针对性的种草 l 测试 l 筛选优品 l 用后感 等进行评测
每天更新一些猛男好物的产品知识测评
商务合作：bwcp2020",121,2293,3.0w,18,
https://www.douyin.com/user/MS4wLjABAAAAsQjo8rBDHMSM6J6NzYZwGwpMb88mzTmfYgOpLM23aocg_YK7xhF9daKJ_ii4RXEV,矮小症专科王明月,抖音号： wmy_doctor,山东省中西医结合医院儿科主任医师 王明月,"主任医师，教授，硕士研究生导师
山东省知名专家
享受国务院政府特殊津贴专家
五一劳动奖章获得者
擅长病种：不手术治疗腺样体肥大、中西医结合治疗矮小症、性早熟、生长发育迟缓、厌食偏食症等小儿疑难杂症。探索总结出矮小症、性早熟“五位一体”综合干预方案。
主持成立“山东省矮小症中西医结合专科联盟”，获国家科委颁发国家科技成果完成证书1项，省部级科技进步奖2项",47,11.3w,25.4w,176,200
https://www.douyin.com/user/MS4wLjABAAAAQrm_T7scw41vee9wyOp-CjYUO1poxy2-dzEt4VC_H_s,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAA9UyUVTZQxAuDotAr-T6j9c8dcmY5_gJcSJZZmGxMu3o,爱吃大叔,抖音号： ZHMSACDS,青岛电视台中华美食频道总监,"中华美食卫星频道总监 高级编辑
美食界里的媒体老板
老板圈中的美食大咖
化身爱吃大叔
揭秘食品真相 实现健康饮食
关注就对啦！
直播时间：周一到周五17：30--21：30
公众号：中华美食频道",28,86.6w,666.6w,301,
https://www.douyin.com/user/MS4wLjABAAAAW7nVgtPOBdOBVcRKV4S94f4QN44PmafNC9zhDtFOU3Y,爱吃的CC,抖音号： helloCC828,,"坐标郑州和闺蜜们的探店日常
非专业胡吃乱评 不接受反驳
勿连赞 勿连赞
佛系更 自暴自弃中...",22,106,642,45,
https://www.douyin.com/user/MS4wLjABAAAAjlP2aAmqIjhCvHeHkW54rj42qg1iZiV7HF4vLT7RFSA,爱吃肉的龙小姐！,抖音号： 1016889428,,2015相识，2016相爱，2020结婚，2021生子！11=3的幸福生活！,32,53,1069,145,
https://www.douyin.com/user/MS4wLjABAAAA23elQrFsjDOrvWiyi64i7N45Wb72vi4UCTUfUHWPjyA,爱的三天,抖音号： H180915P97677,,"分享医药行业信息
了解药品真实价格
别吃信息差的亏",15,7,11,12,
https://www.douyin.com/user/MS4wLjABAAAAQgIdDihk03Fba0YGZca3WiVT94ftdv0dEuBE35Hcjl0,爱钓鱼的小马儿,抖音号： 1994343526,,卖器械的小青年                          _青岛瑞德升经贸有限责任公司,62,40,81,14,
https://www.douyin.com/user/MS4wLjABAAAAnHNL6IopchXosJ4NMc_m3qNOFxaTDrUuUBUb8QekRzA,爱读书的熙熙,抖音号： 350318465,,买书加微信：Yukilovebooks,1131,2287,2.2w,519,
https://www.douyin.com/user/MS4wLjABAAAAZY-Gty7wfG99FzGnseJLC4SlcBpJOSXNOaaj6Fz9QwQ,爱范儿,抖音号： ifanring,,"连接热爱，创造不同
记得留个关注再走～
合作联系 info@ifanr.com",5,1.9w,27.4w,439,29
https://www.douyin.com/user/MS4wLjABAAAAZY-Gty7wfG99FzGnseJLC4SlcBpJOSXNOaaj6Fz9QwQ,爱范儿,抖音号： ifanring,,"连接热爱，创造不同
记得留个关注再走～
合作联系 info@ifanr.com",5,1.9w,27.4w,439,29
https://www.douyin.com/user/MS4wLjABAAAAUZXi570QFHaWc9Mg-POrBHrFgz-l7jjEjrRm_71OqY1_Ol59MB0yVI3g5L9ol52S,爱健康 爱养生,抖音号： dyxc9ibok0mz,,关注我，一起学习并分享健康小知识！,56,6414,2.7w,43,
https://www.douyin.com/user/MS4wLjABAAAAJdXPvI22nFAu7Ye6OylrEwAY1n_UCkW5oPk31YknEpc,爱健康菌,抖音号： hw41557163,,读书、旅行、看电影，健康生活！,196,141,505,25,
https://www.douyin.com/user/MS4wLjABAAAAkV2697wTZ5k_i7pWDK4RLshqmssimnKtaKLSJ6BeNlo,爱健身阿祥,抖音号： sixiang945,优质健身领域创作者,"上方橱窗里面有你想要的
良心健身博主分享居家健身干货
商务：sixiang945",39,216.4w,1190.7w,1940,
https://www.douyin.com/user/MS4wLjABAAAAPatOeXvFd5mbjUInkqbSIoMvYB1YcLVvzUrjJ-IJ8Tk,爱健身的凯文,抖音号： 46659028178,,"健身10年+，
也参加过几场比赛，
最终来到了梦想的魔兽工作。
经验不多，但愿意分享更多。
我是魔兽凯文，谢谢大家的支持。",34,118,514,75,
https://www.douyin.com/user/MS4wLjABAAAAf_jbt5tWTnYDHlgHHIbtuRR7y7RivSAwPZ6YEZxhmR8,爱健身的老吴,抖音号： LW1491,,2022年1月撸铁第34个月,220,1.5w,13.6w,339,
https://www.douyin.com/user/MS4wLjABAAAAzW8I6MELpW_eUQHtj5cRLzcdAypnIAX_PrH7ysTNMi3wtuyjgXks2Rha0C7QKNEy,爱健身的老余,抖音号： 98600268044,,"感谢关注！ 感谢支持！ 热爱健身！
讨论健身～需要补剂+_0813y
不要连赞",42,4568,4.5w,196,
https://www.douyin.com/user/MS4wLjABAAAAE45oZIdZj-AetSnjD5RfT_g8s_tSwEJbQSq6jE6Fvdg,爱健身的生哥,抖音号： 126862326,,2022年希望关注我的小伙伴们能健康开心的瘦下来            每天分享健身，饮食视频干货（坚持每日更新）有不懂增肌减脂塑型问题可以私信我 橱窗:自用好物推荐感谢大家的关注,100,17.6w,428.0w,634,
https://www.douyin.com/user/MS4wLjABAAAAxgwdgTERFqYEWGrDf2H4GRw9AjqROI9_qE5ZefBGUvc,爱健身的周老嘶,抖音号： 574660026,,"一级营养师
ACE高级明星私教
分享健康饮食科学减脂
减肥路上不迷路",2056,37.6w,111.4w,137,
https://www.douyin.com/user/MS4wLjABAAAA17YNVSOjOJtmfHYc9m5LNh3wDgau7Hgl5uMY9hpCHjk,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAApGMrgs0fF38XLVWBLZqPe2NH2U66WdQ9s2JVvntHYt_e0v3yhkKB1LLdpqYDu5w0,爱琴海,抖音号： AQH_ZCQ,,,2653,187,1428,124,
https://www.douyin.com/user/MS4wLjABAAAAbGFkkV0kmt-d2LOvZceClo6dFzh1qyJdYMwcfaa_ciWQ8CN751oVzJrFdW107NVw,爱摄影的梦神,抖音号： 5210DG,,生活如此可爱，必须拍一拍鸭,493,41,335,58,
https://www.douyin.com/user/MS4wLjABAAAAcqZCacfilbvEF9b7S2crE4p_n9Nu31ZvqyYsCaSZqjeFpInVVD24wrKx1-LrQN0F,爱生活爱健康,抖音号： dy0900807,,"6年身材管理！每天7：00～20：00
专注代谢管理
体重管理！肠道管理
感谢抖音平台！让我们认识",199,1035,4493,122,
https://www.douyin.com/user/MS4wLjABAAAAfKWHG59ZfHrJ6ZcwkmTG16EsW0AxYqPI5tU23hbT-fjE50m6pokPU7R6m1K4DuF8,爱娃的产科刘医生,抖音号： ckliurong2021,杭州市第一人民医院产科主治医师 刘蓉," 我是一名产科医生，也是一名宝妈
 硕士学历，专业产科十余年
 擅长孕期常见病诊治
每年接受全市大量危重孕产妇，高效救治孕妇
2020全国产科手术操作及缝合技能大赛杭州赛区优胜奖
 关注我，怀孕不糊涂，谢谢",5,44.1w,385.0w,245,
https://www.douyin.com/user/MS4wLjABAAAAOiLQnJGhUx8VMMXdTfPz4Oz4clyRto5ZscVT7DFnK4U,爱惜友全国青年文明号,抖音号： ICU_Classroom,,爱惜友课堂,0,5343,10.8w,1169,81
https://www.douyin.com/user/MS4wLjABAAAAni7jF9WV12SiuLDMIiS3ebkkNLSKniSawMw_9yGIf5k,爱笑的李姑娘,抖音号： 91573333,,人这一辈子不用将就谁，过得开心健康就好！喜欢我的可以关注我，谢谢！,1297,1034,1.3w,98,39196
https://www.douyin.com/user/MS4wLjABAAAAgHGSSys9k_g7WwqE42OjU2x781lKrKxT2ksK9vzS0BQ,爱新觉罗溴隐亭,抖音号： zyl1449902524,,大连球迷一枚 自媒体,28,242,1.1w,2996,
https://www.douyin.com/user/MS4wLjABAAAAC3TVAI9vpBlO4pY0Xo9zBV5O_wdeCQ76RAkiqwsLO2ZUD0ttBuCeaQBXgYAW7jIg,爱学习的小瓜,抖音号： zsjyzdt,,资源有偿分享，诚信威：pod102034,7,173,588,54,
https://www.douyin.com/user/MS4wLjABAAAAxtYBJIG04laKXJBvqRscgUGmrSng8ObHClhukPIPbQ7C-2zhvNwqHVUvbgRFlRGu,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAA4YfI5ponAyWscywGI0hU6qYKiltQcuzKqL4NNgtHD0GBMUELLNhK-pL64fCWu3kT,艾希健身,抖音号： aixi_christina,,"死理性派
分享训练日常
一对一线下学习

aixi-christina (请注明来自抖音）",1077,3.8w,31.7w,531,
https://www.douyin.com/user/MS4wLjABAAAAtvKEOqW50wN4f_yyrc7vzSEdr_OQ8uRzCQpni6ghWwo_Ej7LsBU4dSTE6GOIoNNV,艾丫丫,抖音号： dyrlyfren5ug,,"允许生活偶尔的不怀好意，也相信一定会另有惊喜。
电话（VX）：15738503315",302,143,575,33,
https://www.douyin.com/user/MS4wLjABAAAA5Hcd_opia0Tp1UdmYll2V3YNpjjY9X2mT-27MM_DQ_M,安安科普,抖音号： 1991124797,广东省药品监督管理局政务服务中心,致力于向公众科普四品一械安全知识,1,1.5w,7.7w,208,
https://www.douyin.com/user/MS4wLjABAAAAewt25Z0OWftwv1FA6-Kv8ofsD5Vg18pb4tVEBX-gFC8,安财,抖音号： 123682285,,想要来鱼塘玩的加我微+18288107953,5265,7746,3.2w,507,5313
https://www.douyin.com/user/MS4wLjABAAAAgLv3Avva6NVhr3yVdeybSpYzmCAV0qni_Jrj1liBOTg,安徽画报,抖音号： anhuihuabao,安徽画报社,画说美好安徽,114,1667,4.0w,284,
https://www.douyin.com/user/MS4wLjABAAAArndAz-I-QNlmDYfhrQYio8BuQKAQkWx-i89lVn6p1G2FJl_UYo5nPxBLLcCJXD32,安徽医科大学第一附属医院,抖音号： ayfy1926,安徽医科大学第一附属医院官方抖音,逊志时敏 弘德善医,3,2.5w,28.0w,174,2
https://www.douyin.com/user/MS4wLjABAAAA9zef2FXz1bg1L3VZKCOPZSr_XU4DOZ7zJ7LMrnrqIUA,安静,抖音号： 813514423,,"以匠心精神，努力打造国民好水。
全民健康倡导者——三诺集团
中国营养学会单位会员——三诺集团",1074,613,2966,293,
https://www.douyin.com/user/MS4wLjABAAAArJrnaOkjjgAZePL7_Pv4xejNni23BsIMqakAoCnCRXM,安可乐,抖音号： akl91413,,每天讲点“靠谱实用”的养生知识！让养生成为一种习惯，让生活变得更好！,3513,3067,1828,39,
https://www.douyin.com/user/MS4wLjABAAAAHnPFEIjGUvE81or4DkCOGzbyvv9uZwf3qM47YQL50j8,安睦来,抖音号： AmuletHealthTech,,,17,23,39,4,
https://www.douyin.com/user/MS4wLjABAAAA1XS8o0fpgG70crb4a8Vwq9ixSZObGS3rVVGZaWizfYU,安娜,抖音号： 848656910,,系统性红斑狼疮资深患者，并发糖尿病，狼肾，青光眼，类风关，肝损，视神经萎缩，眼底病变，白内障。无所谓，我还活着。。,554,1.4w,9.8w,865,
https://www.douyin.com/user/MS4wLjABAAAA4pWo1eTN04BW7WOcgJzcsw7FqtVvztuo4pC3qsZ8oGXQEb9lWZuUueDGK_VehRss,安庆市第一人民医院,抖音号： anqingshidiy,安庆市第一人民医院官方抖音账号,厚德  精医  博学  创新,105,3050,6696,141,
https://www.douyin.com/user/MS4wLjABAAAA2HffowQA7NDcNDCd1EHIoSEcBjJmcTF0F2EPzjRy9JM,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAARDg1AUJgIfRM2PTTIN-CxxH984VQof9c15vOQ2yKa4PfxtQdP9oLaqaHQdsSSGG4,,,,,,,,99,
https://www.douyin.com/user/MS4wLjABAAAAEklCiqj8sUhvUCJs2z7TDngzmKdQs6rRFsvsdJqjROY,安心,抖音号： 378553403,,思路决定出路,1041,1042,3556,64,
https://www.douyin.com/user/MS4wLjABAAAAPePsUtxJyGMkMpUvsJQT8I_lL4IdX3m44knvuwmTrxZWxskXoLwZy3cLkvVKJnMT,安医大二附院胃肠与减重代谢外科贾医生,抖音号： dyxosytz9u71,安徽医科大学第二附属医院普外科主治医师 贾犇黎,"贾犇黎，每周三下午门诊，关注咨询
胃肠与减重代谢外科主治医师，校聘副教授医学博士，肥胖外科国际联盟(IFSO)会员
安徽医科大学第二临床学院普外科教研室（秘书）
安徽省医师协会减重与代谢专业委员会 （秘书）
安徽省医师协会肠外肠内营养学会 （委员）
安徽省临床肿瘤学会胃肠肿瘤专业委员会 （委员）
中国NOSES联盟安徽分会（理事）",3969,5.1w,18.2w,186,
https://www.douyin.com/user/MS4wLjABAAAAMIssf0ApEYYZhZz78BjsRWOlozizZOemqgSQqVaHWdxihtvNH_tmnK09npvU2N9W,安玉勇医生,抖音号： dy9m79sdvesa,聊城市第四人民医院精神科主治医师 安玉勇,主治医师，从医10余年,6,2.2w,3.0w,163,
https://www.douyin.com/user/MS4wLjABAAAA-LhgvDp5FSanbSPDuvQRRwsHGeRnCRpa6WXD10FFs_U,安贞医院郝大夫,抖音号： hope0117,北京安贞医院急诊危重症中心主治医师,"北京安贞医院心内科专业
科普健康中国心脏内科专业负责人
擅长冠心病，高血压等心脏疾病诊治
讲老百姓听得懂的医学知识
专业打假辟谣各种网络医学谣言
陪你唠唠家常，也会发个鸡汤
但行好事，莫问前程",826,222.0w,2892.3w,373,
https://www.douyin.com/user/MS4wLjABAAAAB_xwv2Z4JP3SgU2B9Og3oacwiSuE3C6vZ7NCdT4PUGM4CcnNyR0SmPgSIJqrJqos,氨葡饮料经营部,抖音号： YX071488,阳新县氨葡饮料经营部,葡萄糖是自然界分布最广且最为重要的一种单糖，是一种多羟基醛。纯净的葡萄糖为无色晶体，有甜味，但甜味不如蔗糖，易溶于水，微溶于乙醇，不溶于乙醚。葡萄糖在生物学领域具有重要地位，是活细胞的能量来源和新陈代谢中间产物，即生物的主要供能物质。植物可通过光合作用产生葡萄糖，在糖果制造业和医药领域有着广泛应用，具有保护肝脏、补充热能和体液等功效。,162,67,59,7,
https://www.douyin.com/user/MS4wLjABAAAAGtgefVGOEUthzxlIk0Gk0j2ilwSSkOmlElEPyHx4O-g,暗黑料理,抖音号： 978104265,,"科普
分享知识",52,79,144,27,
https://www.douyin.com/user/MS4wLjABAAAAInoBiJwXcsRmBjD-TaHIkkzazo1w0YhGArMp-Erileg,翱翔的白鹭,抖音号： 595599880,,糖脂代谢管理教练,268,235,1192,59,
https://www.douyin.com/user/MS4wLjABAAAAeZgV1o1A5z9XIURoa1abvZ2vlv3BlYh2elt5itVFH0k,傲医生说男科,抖音号： argl1735,呼伦贝尔市人民医院泌尿外科副主任医师 傲日格乐,"从事泌尿外科及男科诊疗工作19年。
擅长男性前列腺疾病、男性功能障碍、男性不育症、青春期发育异常、其他疾病和男科、泌尿系统肿瘤等疾病的诊疗和手术。",3,2.7w,10.2w,228,
https://www.douyin.com/user/MS4wLjABAAAAwxcCfUY53epFFYnF7YZ6hy6bVvxXH54AMZAcbEjZ9BxvoKxjJcMTHnK0Z9ECQSnN,奥丰生态农业,抖音号： 15762602767ys,,"奥丰为您提供专业的技术服务
专注于作物疑难病害研究
猕猴桃溃疡病
桃树流胶病
中药材根腐病
柑橘溃疡病
芒果角斑病",23,123,576,41,
https://www.douyin.com/user/MS4wLjABAAAA8Pe9QqJdWh8EKPLN2luMQcFpsBFlulv-toMy7MX0y9A,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAAuxnwmqKQxL7rVgH8TJNlFlPGHJ88KO97y1wdknF90HEZMiSpXg4GkpfNXMqba_2W,奥丰植保褚濋,抖音号： I8678020308,,"每天分享农业知识
免费提供病虫害诊断服务
v18678020308",467,4281,1.6w,219,
