URL,文本,iD,Title,introduction,following,follower,recommendation_like,products,disclosure
https://www.douyin.com/user/MS4wLjABAAAAjqKdu7m0zWsmFWeH3OQk2K7G0zcRbjG4KhIV5DUUJP_8kKsRg1tHjA--8HaEhLps,李平医生,抖音号： liping9307,中日友好医院肾内科主任医师 李平,"医学博士.主任医师.研究员.博士研究生导师
擅长诊疗慢性肾炎蛋白尿.中西医结合治疗慢性肾功能衰竭.肾病综合征.糖尿病肾病.高尿酸血症导致的痛风性肾病",66,9.0w,45.8w,356,897
https://www.douyin.com/user/MS4wLjABAAAAV44P2FL3aq0wvoJ_OnQHxCmbpm4RCk-00UvYWgPIdOBCuzO3dgNC4wvs4_JUMbby,李七夜,抖音号： moxiemanjian,,？？？？,227,580,3104,16,
https://www.douyin.com/user/MS4wLjABAAAAyUYSI-jS6EXKebiIDJb10RITQ7iK_hHGnBy6gJaSxHg,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAAJHmBZjcrJs6TLhIevtma6lQrt6XWwFEiiBw9eofIeks,李青泉,抖音号： 1942567307,,"柘城健康行俱乐部倡导者！调理各种生活方式导致的毛病！
减重是最最拿手！
15837076948",4599,2832,5.5w,501,
https://www.douyin.com/user/MS4wLjABAAAAIbuEDW84Df49DLIZKOKVBbMU0iEE-JQQro2Jb_xM-coABl457ZQNnNba4q17DAB-,李琼医生,抖音号： dy1078eeg11fi,广州市中西医结合医院妇产科副主任医师 李琼,"双学位博士，南方医科大学副主任医师
擅长：私密健康、面部年轻化美雕、RCL医学密发、脂肪轮廓光电雕塑
中国整形美容协会海峡两岸分会常务委员
中国整形美容协会医美线技术分会第一届理事会理事
L.Q—“羽毛光雕”术激光无痛轮廓塑形全球首创及发明人
主持广东省科技厅科研项目
本人在平台所有言论与所在单位无关",19,59.9w,255.4w,225,
https://www.douyin.com/user/MS4wLjABAAAAsn07X6iT3Tq4SaDUyOoIq-gT2uV3nnYTbh8eL6POTKU,李双全医生,抖音号： lsq120,黑龙江省农垦总医院肝胆微创外科科室主任 李双全,"黑龙江省首届【龙江名医】称号获得者
中华全科医师协会黑龙江省内镜保胆专业委员会——主任委员
哈尔滨市医学会医疗事故鉴定专家
专业擅长：胆囊结石，胆囊息肉，胆管结石，肝囊肿，疝气，急性阑尾炎的微创手术。",902,1.1w,4.7w,149,
https://www.douyin.com/user/MS4wLjABAAAAieylogQhavOMMwi20r1GxM-f69sMA6Ril2aMpBRv3_Y,李廷煜,抖音号： 1968501323,,"国际注册营养师
国家健康管理师
注册国际健康管理专家
《自我保健》专家委员会委员
专注于饮食+功能性营养补充逆转二型糖尿病",3080,1209,1116,78,
https://www.douyin.com/user/MS4wLjABAAAAH2dL_9yGjbTCqyyyEHE6szZalfBNAFP7-itYEPwilMg,李文主任谈优生,抖音号： 2032053301,国际和平妇幼保健院辅助生育科主任医师 李文,"上海交通大学医学院附属国际和平妇幼保健生殖医学中心主任，教授，博导
上海领军人才，上海市杰出专科医生
国际及亚洲生育力保存学会理事
中国妇幼保健协会生育力保存分会主任委员
国家辅助生殖评审专家
上海市医师协会生殖医学分会会长

分享靠谱有用的备孕知识
让大家尽量少走弯路
关注我 好“孕”常伴您",41,4.0w,17.0w,177,
https://www.douyin.com/user/MS4wLjABAAAAXDWEkkSFxDDr1Xu00_STE9I08qAmORyn6SSRtaIFe_I,李宪锐医生,抖音号： lixianruiyisheng,北京妇产医院中医科主治医师 李宪锐,"毕业于北京中医药大学
现于北京妇产医院中医男科出诊",52,32.3w,198.9w,382,
https://www.douyin.com/user/MS4wLjABAAAA9Hur2DNyyeYGaycziA62gXelv7i-BzOP1DfM2LvPJ0bPBeD0T2eqFmk2Vfc8ZpDz,浩浩妈妈,抖音号： JmaYanwo666,,"2021.12.4号牛宝宝 记录宝贝的点滴，分享好物，新手宝妈带娃，摸索中，很多不懂，大家互相交流，自用好物 挂在橱窗，有需要的可以看看

抖音记录美好生活",2913,1044,1382,94,
https://www.douyin.com/user/MS4wLjABAAAAIA_vpidBaATZLvg9QjwumJX4HJlCCsmFIC_YxXwzYm4_yLlc_G-EWaXds34vgEs4,李秀英,抖音号： lixiuying1946,中国中医科学院广安门医院肾病科主任医师 李秀英,"主任医师，教授
1970毕业于北京医科大学；1974年始，从事内科肾脏病的中西医结合的科研医疗工作，1986年始从事血液透析并配合中医药治疗慢性肾衰。
参加中医药管理局有关中医药治疗慢性肾衰的课题研究，并多次参加中西医结合及中医治疗肾脏病的全国性学术会议，主持本专业科内的重大抢救及各种医疗方案的制定。
专业擅长：急慢性肾炎，肾衰，血尿，肾病综合征，泌尿系感染，糖尿病肾病等。",12,1334,3735,138,
https://www.douyin.com/user/MS4wLjABAAAAttnuwgJBI0Kp1-EgbmgDICqIz3etuQ3t7yxqmIFcYXLyQfNTZ0hOzIz4k0Yv0zkD,李焱主任,抖音号： liyanzhuren,中山大学孙逸仙纪念医院内分泌科主任医师 李焱,"通知：为了让更多人受益于内分泌专业知识，我准备亲自培训一批高素质的医生和医助，欢迎有志为广大患者服务的人加入（从主页进相应粉丝群）
中华医学会糖尿病学分会委员(肥胖学组副组长)，广东药学会内分泌代谢用药专家委员会名誉主任委员，《中华医学杂志》英文版、《中国药理学通报》审稿人
声明：李焱主任科普视频只通过本认证账号发布，其他用于产品广告的都是骗子，谨防受骗！",15,13.7w,66.0w,255,
https://www.douyin.com/user/MS4wLjABAAAAfh2khbbZz_Vlbj1ELIR59UxotNqXQ2a5b1q2DD_szj8bxWVomnHJk2JrOhlar92a,李阳育儿严选,抖音号： 20603839682,,"专注母婴育儿15年
带领团队帮助近百万妈妈实现全母乳喂养
阳爸育儿路上不迷路
商务V：liyangyuer",101,13.6w,82.2w,284,
https://www.douyin.com/user/MS4wLjABAAAAH8hfu7wRc_W4rdzx6NqVr08gTmE-C_oZLuGTxG71x1VOazs4pYUvxrCjDJW4ObsX,李药师谈健康,抖音号： jnjasonlee,,李药师谈健康抖音号，科普作协会员，专注健康科普,22,120.2w,4692,244,627
https://www.douyin.com/user/MS4wLjABAAAAPZ3NFGLySyKT0dbbw98TgJHsYOOqJLkfs9oVpjkMvFI,脊柱外科李野医生,抖音号： liye78913,吉林大学中日联谊医院骨科副主任医师 李野,"医学博士，副主任医师，硕士研究生导师
中华预防医学会脊柱疾病预防和控制委员会青委
中国残疾人康复协会脊柱畸形学组委员
擅长脊腰椎间盘突出微创手术，颈椎骨折脱位、脊柱侧弯、强直性脊柱炎畸形的手术治疗。",51,36.1w,138.5w,122,
https://www.douyin.com/user/MS4wLjABAAAAvwIoSL_0w5LLMsWoKpnoql7w9KdnxZIXluT_D2sHiTc,李一慧 遇见你满心欢喜,抖音号： liyihui2020,,"有自营仓库，收品牌库存。
80后，电商人，姐弟恋，有两个孩子的宝妈
合作V：liyihui2022
VIP粉丝群&售后V：liyihui2021
相信自己，你本来就是一颗温暖的小太阳",262,82.7w,528.1w,677,
https://www.douyin.com/user/MS4wLjABAAAAWscCGorjhdudWZa63wyrQPGd4cqLHceIVeYK2YZp2XQ,李医生,抖音号： 100535538,武汉市第三医院普外科主治医师 李全富,"武汉大学附属同仁医院（武汉市第三医院）
肛肠外科，普通外科主治医师(从事外科工作20于年)
分享医学健康知识
记录外科医生成长和火辣的生活！
格言：我敢拿命来护你你还怕什么！
科普言论只代表个人，与本人所在医院无关.
每周五20：00值播（如果未能开播请见谅，手术或者其他医疗原因）",542,104.6w,1702.7w,521,15236
https://www.douyin.com/user/MS4wLjABAAAAGM-03m-pTXOOBW6XBBvV7F3IogyjxGYdozFdX0K5TZDTjGV5k98iHRNyjnerR74M,李医生说脾胃,抖音号： ZYLYM002,西安市中医医院中医内科主任医师 李艳梅,"三甲医院—主任医师
陕西省中医药学会文献医史与基础理论专业委员会委员
擅长 脾胃不和，脾胃虚弱，消化不良，胃炎，肠炎，胆囊炎等
中西医结合，调理肠胃问题",40,54.5w,302.4w,355,
https://www.douyin.com/user/MS4wLjABAAAANofKaE1XyvlRWbApQHX8sLCQkzeD0q0H2I1jzt79k6Q,李医生说糖尿病,抖音号： 154197633,天津市第二医院内分泌科副主任医师 李静,副主任医师，医学硕士,223,565,2318,35,
https://www.douyin.com/user/MS4wLjABAAAAS5inPi9OB6u6voHJBXHGtEgb9B8spetjpYOg4PdlTvM,李玉,抖音号： 939059016,,命里有时终须有，命里无时莫强求！,477,588,5854,121,
https://www.douyin.com/user/MS4wLjABAAAApOJxHWN7BC79Ed9dtkpgHuCiPD7G3cG85Th1pwdDbeLxG7DpZqrmIzPXPGfoPGDn,李蕴铷,抖音号： LYR.BJ,首都医科大学北京地坛医院肝病科主任医师 李蕴铷,"师承国医大师李佃贵教授
首都医科大学附属北京地坛医院
肝病中心主任医师
目前主要任职于北京中医药大学东直门医院
医学博士
中西医结合诊疗肝硬化、肝纤维化和胆结石、胆囊息肉等肝胆病
关注我，了解更多医学小知识！",20,19.6w,31.6w,424,251
https://www.douyin.com/user/MS4wLjABAAAAsY4UgNrCWmUo-sHnOhMfrTrCaLU9PN0TtoSAs4JpEMU,李志清医生CMU,抖音号： Lzq_cmu7077,中国医科大盛京医院神经外科副主任医师 李志清,你当善良，且有力量！,25,24.7w,12.0w,99,
https://www.douyin.com/user/MS4wLjABAAAAPcfEWv4HZL0qjx1Ccx2MVoCvK66PJsnG-DxPs6r92rE,李主任讲健康,抖音号： lyl5863622,,"周围的人都羡慕我有个好身材，
从医20多年，
我知道怎样才能远离疾病。
我愿意分享给你，关注我，
陪你一起年轻。",4976,3856,1.7w,393,
https://www.douyin.com/user/MS4wLjABAAAA0ID5UlK7-sRp1adxHqpQpPMfP2ShuyvFNBi6VlxC-e0,理综他爹,抖音号： id18809408625,,大招书：高考数学大招/初中数学物理大招书高二三：十年真题/高考题库/真题2000道                     量分定制/五三/新高考：解题王/中学教材全解初中生：题型万唯试题研究  初中刷题：真题全刷/数理化压轴题/几何辅助线,4783,6.0w,12.4w,312,
https://www.douyin.com/user/MS4wLjABAAAAh2-D_W60W1F3Bl7QRmTUuFOybOgxhsH44CjU5bfK7ow,礼曼宁,抖音号： 170537971,,,789,343,3114,167,
https://www.douyin.com/user/MS4wLjABAAAA43PluRtW5emM0wltsQgaEM-SskMWLD1igF7gjMiKr20,里里又辣了,抖音号： Lili.Hot,,"一个普通的辣妹
Vb：里里的天下
：里里又辣了",55,63.1w,1421.8w,214,
https://www.douyin.com/user/MS4wLjABAAAA9PKucHkojg6BUVNtbGpjfzeSsJDiJosBt3jVYm_vkGTFWURp0ebSiOqHGBaM56ST,丽丽姐,抖音号： lhnfm,,从事护理行业十余年了，病房里总有朋友亲切的叫我丽丽姐，好嘞！我喜欢这个称呼尽我所能，帮助大家，愿大家能感受更多的温暖,45,125,350,21,
https://www.douyin.com/user/MS4wLjABAAAAco7W1aswhJ5x8H6rVnrvO3OHP-1n77YMiyYP4T5nkYg,丽水发布,抖音号： lishuifb,丽水市人民政府新闻办公室,丽水市政府新闻办官方抖音号,1,1.6w,6.5w,457,
https://www.douyin.com/user/MS4wLjABAAAA6m06TYYNrNb9xooUi0fsnEGVyTt3WeDom1113UihvdSdn6aIM7HTwrmUe4NAHtZv,利8体育,抖音号： 73887250410,,"足球原创视频
原创不易 感谢支持
 kb88ab",4,2.3w,128.0w,888,
https://www.douyin.com/user/MS4wLjABAAAAeAlr2Yhsho2zQZOcYs02n6DuwjZs4j_oqJxrRYlDqynXc2vlUMiCaH5RfCMkls5o,利大夫,抖音号： Dr.Shengli,南通市第一人民医院神经内科副主任医师 李胜利," 神经内科副主任医师
️ 一位大脑的修理工、从容漫步的医者
 你是否头痛、乏力、焦虑、失眠、抑郁...恶性循环?
 熬夜、嗜睡、不爱出门...神经、大脑故障?
 关注我，陪你聊聊神经内科那些事儿",487,20.4w,62.4w,219,
https://www.douyin.com/user/MS4wLjABAAAAvqslbvkL2ikxs3SjTM7R62_Ug-F50sVJU8hh6M6HfVo,利哥双赢创业。直播带货。达人直播,抖音号： 1505730635,,方顺利双赢创业。直播带货。达人直播。专做汽车配件。汽车用品。能源车锂电瓶。配件组件。农付产品。小百货。,9999,4788,3.3w,1184,
https://www.douyin.com/user/MS4wLjABAAAANjsWXhnpR0CY-Br4H07OWXW9LVP5WdML0w1BorQgb3E,励志书单(财经号),抖音号： 1548842238,,有问题加下方粉丝群;                                                                                                                            “有人一出生就是罗马;               有人一出生就是牛马;””     兄弟们，姐妹们，雄起,6,73.9w,257.5w,1562,
https://www.douyin.com/user/MS4wLjABAAAAaqtCS9hs4R4_JbVvOtCVsYsJYC7NwmeGqWa0qmYsAYL4F0GewjY_xlihsgvEj8xO,厉冰,抖音号： dy1839d3nlco8,,医学知识和传统文化传播者,0,0,6,9,
https://www.douyin.com/user/MS4wLjABAAAAn72r2qN6EMBCp_V3Vh9W6NqxmeNUcP6VD_ElCQUqErc,立雪,抖音号： lixue51529,,,795,324,1202,63,
https://www.douyin.com/user/MS4wLjABAAAAG2RcVoQS2q4GubzjJVOvS_j2DiwzS-EAoYdCLypxNr1vUBBBT4KTijG2lM40fFEM,荔健康,抖音号： AM846,江苏健康广播官方账号,传递健康信息 服务百姓生活,121,14.4w,582.3w,2424,
https://www.douyin.com/user/MS4wLjABAAAAFvNznbVVyXUO5TGNv4WtcH_FmiZW6jWTErolqMwCqKg,莉丽,抖音号： 361334572,,,967,1027,7614,100,
https://www.douyin.com/user/MS4wLjABAAAACsU06LS8Gdfvf7cXoML_ltJiD-Ik7NNubFuNbif0nmU,俩菲妈,抖音号： 365512847,,一个80后的小姐姐有点矫情又有点正经，喜欢各种生活的仪式感，喜欢记录生活的点滴，家有俩菲相差26个月，盈菲2014年12月8号生，昱菲2017年2月2号生,1440,1.3w,35.2w,5885,
https://www.douyin.com/user/MS4wLjABAAAAtnrCqswrtqbPrblVGiOq55bOyMAXFnAD5Vaz8Geh8x0,联顺百货商行,抖音号： tangli668888,郑州市二七区联顺百货商行官方账号,关注我学习更多养殖小知识，让你养殖技术高,6633,2.1w,7.7w,131,
https://www.douyin.com/user/MS4wLjABAAAApmCxkrR5RwkgmHbjyqkoYV53AfS8WhzWCsE0ssBz1Wg,连博士说内分泌,抖音号： Lianfengmei,中国中医科学院广安门医院内分泌主任医师 连凤梅,"中国中医科学院广安门医院
内分泌科主任医师、医学博士
主持国家重点研发计划课题
北京市中医管理局等科研课题11项
参与973、863、十一五科技支撑计划等
重大科研课题情况10余项
擅长甲亢、甲减、甲状腺结节及糖尿病等的治疗",5,9.1w,12.6w,101,
https://www.douyin.com/user/MS4wLjABAAAAGGJPvZSo4K1OenFJ_I9jUNSVzbHJfWizGiJAxXUjWzk,连华线切割电柜,抖音号： 13858906614p,,连华牌线切割电柜，单板机，变频器生产厂家13858906614,244,1.3w,4.8w,778,
https://www.douyin.com/user/MS4wLjABAAAAteINPn8wLZbf0OXWobKZyXPS7h9fnDExxSBLZhC8Ias,连云港市妇幼保健院,抖音号： lygsfybjy,连云港市妇幼保健院官方抖音帐号,共享妇幼健康，共创美好生活！,18,4043,2.0w,158,
https://www.douyin.com/user/MS4wLjABAAAA0qMPuuCdhugg4uQPnZ6tgGpE_xfgDa2UDZJcoFA41umhAoQka-16On57k0YLs1HF,恋人未满。,抖音号： dyhjfh5fqh58,,,32,14,31,7,
https://www.douyin.com/user/MS4wLjABAAAAcYK5bRrhdKCjVLe7xTjdryOZQlK0lxTgY6WPDdYk7Ys,凉山鹏诚（郑鹏）,抖音号： 875947851,凉山鹏诚农业有限责任公司,做最真实的自己，少一点套路，多一些真诚，交有意义的朋友！卖有良心的水果！加油,146,3.8w,21.7w,316,
https://www.douyin.com/user/MS4wLjABAAAAG439DasjtsJrOCBQbMZoWNHZmJSD5aMKAyh4NRN9e6mEKt9E1IEoPAIo73kTgBVs,凉山州第一人民医院,抖音号： lszyyy2020,凉山州第一人民医院,有情怀，有温度，有梦想,456,6486,2.3w,67,
https://www.douyin.com/user/MS4wLjABAAAABl4BFl15YDClQ7j0pKk773cuDvyg9yAz8XUMrJkduKs,凉音温无声,抖音号： Ayinnn.,,要多读书,29,933,9.2w,120,
https://www.douyin.com/user/MS4wLjABAAAAQb_aCV-M4n_w-Cs0R9eNjAv1rJwCeDhEZWMUBQa7wrId35lS3QnqT18zZSK2d92S,梁晋普,抖音号： liangjinpu,北京中医药大学东直门医院心内科主任医师,"北京中医药大学东直门医院心内科主任医师 医学博士
师从著名中医心血管专家郭维琴教授
北京中医药学会急诊分会委员
著作：
《呼吸睡眠暂停与心血管疾病》副主编
北京市重点图书工程丛书《冠心病》分册编委
《郭维琴临证精华》中担任编委编委",2,1286,5004,85,
https://www.douyin.com/user/MS4wLjABAAAA_4XdCxyLOoAB6CzKGiX86YgexVo3ZturROKPBvSTkO4,梁静,抖音号： 365735856,,,286,120,541,43,
https://www.douyin.com/user/MS4wLjABAAAADHxSe2D1tQL9cBRHgPYeKOio0YrVBa43nGZ_buX5iKar_uH9SMx_nghM50sJ-EA9,梁琳琳教授,抖音号： Dr.LiangLinlin,河南省人民医院生殖科副主任,"注:除了本抖音号，其他号发私信，都不是我院人员，朋友们要多多注意

擅长各种不孕症诊治
擅长试管婴儿等辅助生殖技术
擅长多囊卵巢与生殖内分泌疾病的诊治
谢谢大家的关注
分享健康科普知识，我仍在路上…",80,2.7w,17.5w,280,
https://www.douyin.com/user/MS4wLjABAAAARIwW3W6eZFGLylNBsSNdY-ww0KNr17b5z1YSlADD-AexlhYfZUlJuPE1W0SCEN5i,梁明主任,抖音号： efylm,山东省中西医结合医院生殖医学科副主任医师 梁明,感谢您的关注,9,85,496,19,
https://www.douyin.com/user/MS4wLjABAAAA7tdFUGWHtr-r2jQKkFi_iMtZMvNf2a5CA1go2wTp8CQ,营养健康说,抖音号： lym2799,,"我发现我爱上了抖音平台
每天睁开眼、吃饭时、闭眼前
我都要打开抖音
看看人气火爆的场景
也把自己拍成了大脸猫
刷抖音成了我的习惯
我也想在抖音平台学习分享
大家点赞支持我哦",1091,676,1050,78,
https://www.douyin.com/user/MS4wLjABAAAAXA3Rsgd6RRl0XWWoZvrvX22y8e9j9oa7OaH89SIQHjAZRgzR1KQgvT4A5euha2e9,粮油化验赵老师,抖音号： liangyou123abc,,"粮油食品知识的搬运工
电话：17335731676",6048,2.1w,7.3w,140,
https://www.douyin.com/user/MS4wLjABAAAAtJiWqQptAmH4iay9gcnWIs1juNtpZYcZMq_TuhwTt08,良*燕,抖音号： 114180754,,,310,1157,8497,53,
https://www.douyin.com/user/MS4wLjABAAAAH_c69npVJ9U4952y29D5bHRYHx8NUhJE8sl4R4xflU4,良傑,抖音号： 117473225,,"营养免疫学教育工作者
预防医学教育工作者
【健康是人生在世最大的财富】无论身体状况如何，每个人每天需要不断地补给营养，才能帮助维持在稳定均衡的状态，有能力去应对生活中的大小挑战。人生能活到120岁不是梦！",20,51,21,7,
https://www.douyin.com/user/MS4wLjABAAAAQG5lDM_vuwDg0z-1xIkZ-qK9hixewvnYWuJDbh8zong,两只小蜗牛,抖音号： Faye326,,"️
大班哥哥小核桃 
弟弟小栗子
二胎妈妈生活日常～",935,184,1366,196,
https://www.douyin.com/user/MS4wLjABAAAAo1nGJasrLASsXV9fEgg11YXaVKx1lfZqvUZlxNPp96Q,亮健学堂,抖音号： LJXT888,,用有用的知识，传递温暖健康的生活态度,23,1132,1444,68,
https://www.douyin.com/user/MS4wLjABAAAAP461M4LkaI3XUvlihvg21a_ZNEv-BJzCJk7TzJ68nmc,亮剑精神,抖音号： dykkz0gug0wh,,喜欢就去追有梦想才会有未来,9999,3017,4.8w,1118,226762
https://www.douyin.com/user/MS4wLjABAAAADpTiEpkjX_fXgDZudeIOTE1fqPky6GK_mbCF0-8jYTA,聊健康的崔主任,抖音号： cuisong2021,上海中医药大学曙光医院心血管科主任医师 崔松,"从医26年，上海三甲医院主任医生，专注健康科普20年。
中西医｜心内科｜社会学｜心理学｜持续学习中…..
靠谱有趣科普，让你在健康方向少走弯路…",38,96.4w,560.0w,630,
https://www.douyin.com/user/MS4wLjABAAAA04iy8XwNVc7LEcCJcIRFtwin-ccnBlr0Y5aet3A67uM,聊聊肥胖那些事,抖音号： dyi9zn63divw,,内分泌和肥胖都是要注意的，因为都是密不可分的，走进健康快乐生活,17,1161,1412,11,
https://www.douyin.com/user/MS4wLjABAAAADzED_7zwGxkasSV8xVAmj4r5GLGBgc1ev-fCP9EBiLk,聊聊家长,抖音号： yfydq12345,,"自己是自己健康的第一责任人！
通过健康生活方式调理生活方式病！
适宜的营养是最好的药，厨房是最好的医院！",27,22,81,29,68
https://www.douyin.com/user/MS4wLjABAAAANyfnHrJxsDLh7kPBivdvTwe3IHHiIp1xl0T21lqs08s,廖家二姐,抖音号： LMN888666999,,简单,64,652,3621,116,
https://www.douyin.com/user/MS4wLjABAAAAHuzzCi_B6TEDtk0IqclVdPTi24zKUkUA9Af1t9ubFBnFpInnc24NrVgsp35DnpAE,临床医学在线,抖音号： linchuangyix95,,王派医学，世无难医，更多精彩内容请关注王派医学官网,4,3.0w,2603,138,
https://www.douyin.com/user/MS4wLjABAAAA3biBISc7fCHLwEKZvietLcY-nFEUZErTyZ_LFxhjtIk,临床营养窦攀,抖音号： 2201200796,北京大学第一医院临床营养科副主任医师 窦攀,"北京大学第一医院临床营养科副主任营养师
第四届全民营养周健康形象大使
2019年中国营养科学传播之星

擅长各种慢性疾病、妇儿营养治疗！
更多生动易懂，惠及家人的营养知识都在这里！

跟着慧吃慧动的小攀医生，一起打卡，健康生活！",68,1.0w,2.2w,102,
https://www.douyin.com/user/MS4wLjABAAAA0uxggNFs-NBgDs81qreI-DG4kaviEITiDIn_IBzUBg8,临海听风,抖音号： 788048755,,,3225,2701,3.8w,362,
https://www.douyin.com/user/MS4wLjABAAAAIbP3YZiYBckw-fn-HnOGmoSe_2Pup3QJ7FOEwqcx8EJXl9mmOaHyMfIpR7kSBZb7,林大姐养鹅,抖音号： Huamu1668,,,1919,1574,4460,142,
https://www.douyin.com/user/MS4wLjABAAAAc03KROjmyR3OZF5URgDpHnyotmz8PNjG6XoFhoGe7e4,林国乐医生,抖音号： 1197909497,北京协和医院普通外科主任医师 林国乐,"擅长结直肠肿瘤腹腔镜微创手术
低位直肠癌保肛手术
直肠癌新辅助放化疗
早期直肠肿瘤经肛内镜微创手术",168,221.0w,859.0w,745,
https://www.douyin.com/user/MS4wLjABAAAAogdLJx8dG7Wua7hEgBxzgULshz_2CW_hfYlL78iI4YA,林浩讲透懒人减肥,抖音号： 794115910,,"江湖夜雨十年灯，聊聊健身，侃侃人生！
穿梭在传统训练和现代健身的道路上！
分享10年健身心得。
持续输出干货中…………",122,737,177,15,
https://www.douyin.com/user/MS4wLjABAAAA0K-Bm84FGNhL0ffpCMXw7m_rNUy8t_aRwXzIopyJVGU,林琳regina,抖音号： reginalam,抖音音乐人,"主持人
歌手
做个有趣的灵魂
最新专辑《双子座的日与夜》
商务号：19906852652",485,132.5w,873.3w,715,2040
https://www.douyin.com/user/MS4wLjABAAAA-Aep_9-yZyKach3L0G4O3bOlco74hzN4tPBGgqvB41PIMN8Tfi7ONr5VCmJJdh_2,林心,抖音号： linxin48716,,,65,17,231,69,
https://www.douyin.com/user/MS4wLjABAAAATHj8CCL90b3B1a8hVCBZoTieuVtVNJLmECg8WEbQuIQ,林旭生物讲堂,抖音号： shengwu1567,林旭教育中心官方账号,一只纯种的生物研究员。,699,4.7w,25.5w,312,
https://www.douyin.com/user/MS4wLjABAAAApopa2uXraX5N2Ufi2zE6CxLFvRFy74fRMr1IODeqRYxyK3Gy6y1Js9NPnMySsV8F,林毅讲内分泌,抖音号： Lin.ys_,上海市第一人民医院内分泌代谢科主治医师 林毅,"从事内分泌临床医学、教学、科研工作16年
擅长糖尿病综合管理、难治性甲亢
门诊时间：周三全天
无知，是糖尿病最可怕的并发症
让我们一起战胜它",1,62,83,12,6
https://www.douyin.com/user/MS4wLjABAAAA7oTk10NA3yYtKTu6teKqh9fTKciNEpd9KUM7mhTH3rQ,林殷Yam国家体脂管理师,抖音号： 111945265,,没有谁减脂是靠产品减一辈子的，最终都是要回归到日常饮食！,83,56,184,25,
https://www.douyin.com/user/MS4wLjABAAAA-M27xm_Pb5TSL8bVx0Y054yOFcSRZW2uYEG7K3eJ0b0,琳,抖音号： 204552646,,好,782,266,907,72,
https://www.douyin.com/user/MS4wLjABAAAAU3TgPMABPesYjJgajpaxVGEoGkg5Djm4plPbnEiWTefg-Q21GcuaDCUKUAQRcKeQ,琳  ,抖音号： lianghaiziba57,,92年的我在一个不完整的家庭长大，但有一个非常爱我的老公跟两孩子,3051,3223,2.2w,139,
https://www.douyin.com/user/MS4wLjABAAAANDxuy9CgSS1tcLUiZA94nx1lXIvGGpTNAJSxdecQw1U,琳姐谈养生,抖音号： 954484168,,"深耕健康领域十余载
专注分享：您感兴趣的健康话题
关注我：实用 靠谱 易懂
个人标签：中药研究师 营养师",82,996,1205,187,
https://www.douyin.com/user/MS4wLjABAAAApnwwNDIDWrW_zpdR5fScIRYALFftmdQHpMOH4QGPti4,琳在王旁~,抖音号： 20161126zyc,,"所有的来不及都是意料之外的开始
微信号，linlin5801",39,114,1994,138,
https://www.douyin.com/user/MS4wLjABAAAA94CkP15vAdGJ4gFUiuZR4Vkay0PJ2YEvAGCBXhhSBBU,邻家好医生,抖音号： dygsqlcu5ypq,秦皇岛市第一医院影像中心主任医师 司成海,分享健康科普知识,65,1186,1263,31,
https://www.douyin.com/user/MS4wLjABAAAAiyoxeoQ-Mc_JUDZ4AeCaqozXj0sxq7LOdIWZ1IqoJwFztRflBHV06YO8d3AGR_Tr,凌子淼,抖音号： GYMER2019,优质运动健身领域创作者,为了减肥报考密歇根州立大学体育机能专业用专业知识4个月从240斤瘦到170斤作为曾经大体重的我，深知每一位肥胖人群的不容易减肥交流群+gymer16带粉丝挑战7天10斤直播时间：每周一、二、三、四、五、七                    晚19：00-22：30体重120以上的朋友均可参加！商务合作：wegymerBD1（合作请备注品牌,16,154.9w,890.6w,273,
https://www.douyin.com/user/MS4wLjABAAAAOGPzY3nOpryYMXAimq23XhieUKEvg6RoZztuobBWq_DAjxkGk_egge2kAGW-P_sR,灵灵瘦,抖音号： dyiw7hzralnz,,,689,500,1794,55,
https://www.douyin.com/user/MS4wLjABAAAAxepckZDJrH9-pLqfK9jv5MNWQwwvE9f1VAOXyNbgbQc,灵蛇之尾,抖音号： lingshezhiwe,广西壮族自治区南溪山医院肾内科主任医师 李杰,开心每一天！,1047,468,2868,44,
https://www.douyin.com/user/MS4wLjABAAAAa1oKR8GlRRFSSS5Zcjyk3PDSG9UymHIlh74HrB2vHktsHclow2Uvuo78m3unwFKW,灵石县医疗集团,抖音号： LSXYLJT,灵石县医疗集团官方抖音账号,科普医学常识，守护人民健康。,3,6347,1.8w,115,11
https://www.douyin.com/user/MS4wLjABAAAASPP2-dfBMCqY1v-ax1TDqK2qVJNaPy-4nPwCC_ca-1Y,灵听一线足球,抖音号： 16622488,,工耗：灵听足球,154,3.5w,132.5w,17,
https://www.douyin.com/user/MS4wLjABAAAAnff7HD7Lp0M5jAMv8HUAk01hw3ssFFOiEwtCEjBKvLs,灵音九凤,抖音号： yjf8713949343,,"感谢抖音正能量平台，让我们在这里相识

国家二级心理咨询师
国家三级婚姻咨询师
国家三级健康管理师
启迪心灵智慧，绽放本源之光，身心灵成长吧，喜悦丰盛的一生。",289,960,3858,279,
